site,sid,leaktype,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
S-4885025022,S-0359369085176697,other,5,46,10,7,5,5,5,5,2,5,5,5,12,2,2,2,2,2,2,7,5,2,2,2,5,250
S-4682025024,S-0359369085734578,other,64,55,18,27,18,12,24,21,21,18,46,18,37,61,21,21,15,18,15,15,15,18,12,18,24,270
S-4885025022,S-0359369085192819,other,0,332,13,43,79,0,20,10,10,0,7,13,0,0,0,0,0,0,0,0,0,0,3,0,0,320
S-4725010101,S-0359369081388759,other,0,179,8,18,46,3,5,23,28,5,3,3,5,0,3,3,3,0,0,3,3,0,0,0,3,330
S-4885025022,S-0359369085094494,other,0,118,23,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
S-4677025029,S-0359369081310084,other,3,16,4,5,4,9,5,4,5,5,4,5,5,5,4,5,5,4,7,7,5,5,4,4,5,420
S-2711010100,S-0359369085220404,other,0,78,14,4,4,11,0,0,4,14,0,4,7,0,0,0,0,4,0,7,4,4,4,0,7,270
S-4772025022,S-0359369084106570,other,20,28,20,17,20,20,20,20,22,26,20,22,15,22,17,17,20,22,93,26,22,22,24,22,33,420
S-4772025022,S-0359369084114889,other,2,36,5,5,7,5,5,2,2,10,5,2,2,10,2,2,5,2,10,5,5,2,2,5,12,390
S-4673025027,S-0359369085176465,other,3,38,5,5,5,5,5,8,8,5,8,8,5,5,3,3,3,3,3,3,3,3,3,3,5,240
S-4372025021,S-0359369085176598,other,4,88,6,6,4,6,4,4,6,6,3,6,4,6,6,6,4,6,4,6,6,4,4,4,7,290
S-4573025028,S-0359369085146146,other,6,67,43,15,12,15,6,9,9,9,6,6,6,3,3,6,3,3,3,3,3,6,6,6,6,260
S-4677025028,S-0359369084264262,other,9,10,14,13,14,19,25,33,33,38,217,274,93,45,25,22,14,13,11,14,11,13,10,10,9,2240
S-4725010101,S-0359369081388759,other,3,131,14,22,44,3,8,19,25,8,3,5,8,3,3,3,3,3,3,3,3,3,3,3,3,340
S-4573025028,S-0359369085146062,other,12,24,15,13,15,12,13,14,17,20,18,14,32,27,77,34,13,9,21,38,39,123,130,81,41,250
S-4573025028,S-0359369085097737,other,3,10,5,3,5,6,3,5,5,5,5,5,5,5,5,6,5,5,3,5,5,6,5,6,5,240
S-4687025030,S-0359369085177745,other,4,14,6,5,5,5,5,6,5,5,5,7,5,7,6,4,5,4,4,5,5,5,6,6,7,250
S-4677025029,S-0359369081377166,other,5,32,6,6,8,14,8,6,8,6,8,9,6,6,6,6,5,6,6,5,5,6,6,6,6,410
S-4677025033,S-0359369081374601,other,7,69,10,10,14,10,7,7,10,17,7,7,10,7,7,10,7,10,10,10,10,10,10,10,14,360
S-4573025028,S-0359369085144976,other,9,11,12,13,11,18,19,20,19,20,31,34,45,164,50,51,24,19,12,13,12,11,11,8,8,2820
S-4372025021,S-0359369085158232,other,20,41,8,10,6,4,4,2,4,2,2,4,4,4,2,2,2,2,2,4,2,2,4,4,2,270
S-4682025024,S-0359369085688386,other,0,36,7,2,2,2,2,5,5,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,250
S-4885025022,S-0359369085138291,other,4,63,14,7,4,11,4,4,4,18,4,4,18,4,4,4,4,7,4,7,7,7,7,4,11,270
S-4885025022,S-0359369085151328,other,2,30,4,4,6,15,6,4,2,4,11,8,4,4,4,2,4,4,2,2,2,2,4,4,2,440
S-4673025027,S-0359369085161442,other,0,41,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,260
S-4772025022,S-0359369084113196,other,3,19,5,6,5,5,5,5,6,5,6,5,6,5,5,4,7,6,7,5,5,5,6,7,6,360
S-4886025023,S-0359369085185193,other,21,197,24,31,33,15,21,18,18,18,13,12,12,21,10,12,12,10,15,10,13,15,12,13,13,360
S-4673025027,S-0359369085139273,other,0,44,17,3,3,3,0,7,7,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,250
S-4885025022,S-0359369085176697,other,3,67,8,5,5,5,5,3,3,5,3,3,13,3,3,3,3,3,3,3,3,3,3,3,3,260
S-4793025022,S-0359369085099311,other,2,81,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,6,6,4,4,6,4,4,4,260
S-4372025021,S-0359369085176598,other,4,90,6,5,5,5,5,6,5,6,4,5,5,5,5,5,6,6,5,6,6,5,6,5,6,290
S-4682025024,S-0359369085725881,other,3,63,5,5,3,5,5,5,5,5,3,3,3,5,3,3,3,5,5,5,5,5,5,5,5,300
S-4793025022,S-0359369085866412,other,3,43,6,6,4,5,5,5,4,5,5,5,4,4,5,6,5,5,4,5,5,5,6,5,5,250
S-4372025021,S-0359369085085062,other,2,40,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,380
S-4677025029,S-0359369081312270,other,4,37,6,7,7,5,6,5,5,6,5,5,5,4,5,5,5,5,6,5,6,5,5,5,5,420
S-4677025033,S-0359369081322261,other,4,7,5,6,6,6,6,6,6,6,5,7,6,5,5,6,6,6,6,6,5,7,6,5,6,390
S-4677025028,S-0359369084264262,other,11,11,11,13,14,21,25,27,25,34,104,158,175,48,24,19,18,15,12,10,11,10,11,10,9,2340
S-4677025028,S-0359369084287065,other,3,8,5,4,3,4,17,5,7,4,3,4,4,3,4,3,4,4,4,4,3,4,4,3,4,530
S-4784025026,S-0359369085180509,other,2,49,4,17,8,4,4,4,4,6,4,4,4,2,4,2,6,6,13,4,4,2,2,4,4,350
S-4772025022,S-0359369084106570,other,25,31,25,25,25,21,17,23,25,25,21,19,19,19,17,17,21,25,92,27,25,21,23,23,34,420
S-4885025022,S-0359369085129563,other,13,135,16,19,32,13,13,19,21,16,16,13,19,16,11,13,19,16,50,13,13,16,16,13,16,350
S-4885025022,S-0359369085127146,other,0,116,32,16,3,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
S-4784025026,S-0359369085090617,other,2,17,6,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,390
S-4682025024,S-0359369085704233,other,0,36,10,3,3,3,3,3,3,3,0,3,0,0,3,0,3,0,0,0,0,0,3,3,0,250
S-4673025027,S-0359369085139273,other,0,44,22,7,4,4,4,7,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,250
S-4793025022,S-0359369085711725,other,2,42,5,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,240
S-4772025022,S-0359369084110820,other,4,90,5,6,6,4,4,5,5,5,4,4,5,5,5,5,5,4,4,5,5,5,4,5,5,320
S-4772025022,S-0359369084106570,other,17,31,25,25,25,21,21,19,23,31,21,19,19,25,21,19,21,25,98,35,27,23,27,21,37,410
S-4372025021,S-0359369085083687,other,2,31,4,4,2,4,2,2,2,4,4,2,4,4,4,4,2,4,4,4,4,2,4,2,4,250
S-4677025028,S-0359369084274766,other,11,44,14,16,16,14,12,14,16,18,23,26,21,19,14,12,12,18,40,21,19,25,26,18,19,370
S-4784025026,S-0359369085090617,other,3,8,5,5,3,3,3,3,5,5,3,5,3,5,3,5,5,5,3,5,5,5,3,5,5,390
S-4885025022,S-0359369085134993,other,2,42,4,2,2,2,4,2,2,2,2,2,4,2,2,4,4,4,4,4,4,4,2,4,4,270
S-4772025022,S-0359369084110820,other,3,159,10,13,13,5,5,3,3,5,5,5,3,7,3,3,3,5,3,5,5,5,5,5,5,330
S-4580025039,S-0359369083347373,other,4,18,22,20,7,6,4,4,6,4,4,4,7,7,4,4,4,4,6,6,4,4,4,4,4,390
S-4372025021,S-0359369085101984,other,3,45,5,3,5,3,3,3,3,8,3,3,3,3,3,5,3,3,5,3,3,3,3,5,3,360
S-4772025022,S-0359369084112271,other,4,197,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,6,5,5,5,5,5,320
S-4784025026,S-0359369085152177,other,10,26,11,15,13,17,17,21,22,21,14,17,18,13,29,24,14,16,45,86,94,97,75,28,26,4640
S-4677025033,S-0359369081374601,other,11,75,16,16,19,16,16,16,13,24,16,13,16,16,13,11,21,16,70,32,35,19,16,19,37,360
S-4677025033,S-0359369083952271,other,17,28,21,27,28,24,23,22,22,22,23,23,21,38,16,19,27,42,160,70,61,39,38,32,25,4320
S-4772025022,S-0359369084112784,other,17,20,16,14,17,17,18,22,19,33,31,27,25,104,18,23,21,14,26,20,19,21,18,20,26,2750
S-4677025029,S-0359369081310084,other,2,11,3,5,3,5,5,3,3,5,5,5,3,3,3,3,3,5,5,3,3,5,3,5,3,420
S-4677025033,S-0359369081379030,other,10,18,7,4,4,6,7,6,4,4,6,4,3,6,6,6,7,7,15,6,6,6,6,8,6,390
S-4372025021,S-0359369085156194,other,5,46,8,8,5,5,5,5,5,8,8,8,15,8,8,5,3,5,8,5,5,18,18,30,8,260
S-4885025022,S-0359369085188320,other,19,42,17,24,19,15,20,24,22,25,24,24,30,27,19,22,19,20,27,45,76,74,66,34,24,260
S-4677025029,S-0359369081312270,other,3,27,6,6,7,7,6,7,6,4,6,6,4,4,4,4,6,6,6,4,6,6,6,4,7,280
S-4677025028,S-0359369084288048,other,3,365,4,7,6,6,4,6,4,4,6,6,4,6,6,4,4,3,6,6,6,6,6,6,4,310
S-4673025027,S-0359369085143192,other,0,59,22,4,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
S-4721011100,S-0359369084144530,other,27,36,7,7,5,3,7,5,5,5,5,5,5,5,5,3,5,5,3,5,3,5,3,5,3,60
S-4673025027,S-0359369085116131,other,0,30,0,0,0,0,3,3,0,0,3,0,0,3,3,3,0,0,0,0,0,3,3,0,3,260
S-4372025021,S-0359369085085062,other,4,26,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,410
S-4885025022,S-0359369085188809,other,9,250,30,47,72,19,21,26,23,21,16,19,23,28,14,14,23,23,56,16,19,16,16,16,16,320
S-4885025022,S-0359369085188809,other,10,336,33,41,55,19,24,24,24,21,19,17,29,26,12,14,19,14,41,12,14,17,19,14,17,320
S-4580025039,S-0359369083347373,other,4,14,25,12,5,5,5,7,7,5,4,4,4,5,5,5,4,5,5,4,5,4,5,5,5,380
S-2711010100,S-0359369084047014,other,0,27,3,6,3,0,0,3,3,0,3,3,0,3,0,0,0,3,0,0,3,0,0,3,3,250
S-4573025028,S-0359369085097737,other,5,9,5,5,5,3,5,5,5,5,5,5,5,5,5,6,5,3,5,6,5,5,6,5,5,240
S-4793025022,S-0359369085873210,other,2,109,22,7,5,10,2,2,5,10,2,5,2,0,2,2,2,2,0,2,2,2,2,2,2,280
S-4886025023,S-0359369085189831,other,3,36,6,6,8,3,3,3,3,22,3,3,3,6,3,6,3,3,3,3,3,3,3,3,3,360
S-4677025029,S-0359369081312742,other,3,26,8,7,5,5,5,5,5,5,5,5,4,5,5,5,4,5,6,6,5,6,5,4,5,370
S-4677025033,S-0359369083952271,other,19,33,24,21,28,26,19,30,18,30,24,22,24,30,19,24,31,35,188,69,59,40,40,31,26,4360
S-4885025022,S-0359369085135073,other,8,45,12,8,14,19,21,8,6,8,14,10,8,6,8,10,6,6,6,6,6,6,6,6,8,430
S-4793025022,S-0359369085675482,other,0,53,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240
S-4772025022,S-0359369084106570,other,23,36,25,23,29,25,20,27,25,29,22,23,18,23,20,20,23,29,138,34,29,27,27,27,41,410
S-4772025022,S-0359369084112271,other,4,319,4,5,5,5,4,4,5,5,4,5,4,5,4,5,5,5,4,6,4,5,5,4,4,310
S-4372025021,S-0359369085189039,other,2,13,6,4,4,6,6,5,5,5,5,5,5,5,6,5,6,5,5,5,5,5,6,5,6,380
S-4784025026,S-0359369085090476,other,3,663,39,55,36,16,16,10,8,5,8,5,5,8,3,3,0,3,3,3,3,3,3,3,3,310
S-4682025024,S-0359369085696439,other,3,42,10,7,7,7,7,10,10,10,7,14,7,7,3,7,7,7,7,7,7,10,14,10,7,250
S-4677025033,S-0359369083952271,other,14,35,26,26,24,26,20,20,20,21,21,19,21,35,17,15,28,40,225,69,56,41,35,40,22,4320
S-4677025033,S-0359369083953394,other,5,29,6,5,6,5,6,6,6,6,6,6,6,5,5,5,6,5,6,7,5,6,6,6,6,370
S-4677025029,S-0359369081310084,other,4,8,6,6,5,6,6,5,5,5,5,5,6,7,6,6,5,6,7,5,6,6,6,5,5,410
S-4885025022,S-0359369085168546,other,7,52,22,26,26,10,9,10,10,10,29,26,25,16,13,12,7,7,10,12,12,13,13,20,14,260
S-4793025022,S-0359369085868137,other,0,20,2,2,2,5,2,2,2,2,2,2,2,5,5,2,5,2,2,2,2,2,2,2,2,250
S-4677025028,S-0359369084287065,other,4,22,6,5,5,6,12,6,6,5,5,5,4,5,4,5,4,4,5,5,4,5,5,5,5,510
S-4580025039,S-0359369083347373,other,5,20,18,9,6,5,8,9,6,5,5,5,5,5,5,5,5,3,6,5,3,5,6,3,5,390
S-4885025022,S-0359369085188809,other,11,372,30,54,52,15,24,21,28,21,19,15,26,30,13,11,26,17,45,13,17,13,15,15,15,310
S-4885025022,S-0359369085170112,other,9,75,24,15,15,18,9,9,6,12,6,9,12,9,12,9,12,9,12,9,6,12,9,9,12,270
S-4673025027,S-0359369085219521,other,0,16,3,3,7,3,3,7,3,3,3,3,10,3,3,3,3,3,3,3,3,3,3,3,7,240
S-4573025028,S-0359369085097737,other,4,13,4,4,4,4,4,4,4,4,4,4,4,4,6,6,2,4,4,4,4,4,4,4,4,240
S-4885025022,S-0359369085138291,other,4,111,22,11,7,18,4,4,7,15,4,4,11,4,7,4,4,7,4,7,7,7,4,4,11,270
S-4682025024,S-0359369085704233,other,3,46,5,4,5,4,5,5,4,5,5,4,4,4,4,5,4,5,4,5,4,4,5,5,5,250
S-4677025028,S-0359369084288048,other,3,270,5,4,5,6,5,5,6,4,5,5,6,5,5,6,6,5,6,5,6,6,4,6,6,310
S-4784025026,S-0359369085092910,other,4,8,4,5,4,5,5,4,4,4,7,5,5,5,5,5,5,5,5,4,5,5,4,5,5,400
S-4673025027,S-0359369085154603,other,12,177,38,28,28,17,9,9,7,9,6,6,4,3,3,1,1,1,1,3,3,3,3,3,3,270
S-4677025033,S-0359369083953394,other,6,34,8,9,8,8,7,8,9,10,7,7,6,8,7,9,8,7,31,8,10,7,9,8,9,360
S-4725010101,S-0359369081388759,other,2,123,18,25,36,5,9,18,23,9,2,5,7,2,2,0,2,2,0,2,2,2,2,2,2,340
S-4673025027,S-0359369085087449,other,0,43,3,3,3,0,7,13,10,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,240
S-4372025021,S-0359369085083687,other,2,37,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,250
S-4682025024,S-0359369085689376,other,2,15,4,2,2,4,2,4,4,2,4,2,6,2,4,2,2,4,2,4,4,4,4,4,2,240
S-4372025021,S-0359369085189039,other,3,18,5,5,6,5,5,5,5,6,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,380
S-4885025022,S-0359369085132427,other,0,48,0,3,7,0,0,0,3,14,0,3,0,7,0,3,3,0,0,3,3,3,3,0,3,380
S-4673025027,S-0359369085154603,other,7,148,31,24,19,16,7,7,9,12,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,260
S-2711010100,S-0359369084047014,other,2,19,7,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,250
S-4728010101,S-0359369085248835,other,4,44,5,4,6,6,6,6,6,6,6,4,5,6,6,6,6,6,5,6,6,6,5,6,5,280
S-4885025022,S-0359369085127146,other,0,116,36,20,10,36,3,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,280
S-4372025021,S-0359369085143168,other,13,132,22,29,29,13,11,11,9,11,5,5,5,4,4,2,4,4,2,2,4,2,4,4,4,370
S-4793025022,S-0359369085868137,other,3,18,6,4,4,4,4,4,4,6,4,6,4,6,6,4,4,4,4,6,6,4,4,4,6,250
S-4793025022,S-0359369085711725,other,2,37,7,2,2,2,2,5,2,2,2,5,2,0,2,0,2,0,2,2,0,2,0,2,0,240
S-4885025022,S-0359369085131866,other,12,64,18,12,9,31,12,9,9,12,15,12,15,15,9,15,12,9,9,9,12,6,9,15,12,280
S-4677025029,S-0359369081312742,other,4,22,6,5,5,6,5,5,5,4,5,5,6,5,5,5,5,6,6,4,5,6,5,5,6,370
S-4793025022,S-0359369085098016,other,0,33,7,0,0,4,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,260
S-4885025022,S-0359369085096051,other,5,370,47,50,47,14,16,9,9,4,5,5,2,4,2,2,2,2,2,2,2,2,2,2,2,310
S-4885025022,S-0359369085185318,other,7,121,54,26,20,22,7,4,7,11,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,270
S-4682025024,S-0359369085704233,other,4,25,4,4,4,4,6,4,4,4,4,4,6,4,4,4,4,4,6,4,6,4,6,6,4,250
S-4677025028,S-0359369084274766,other,5,55,5,7,11,7,7,7,7,16,5,5,5,7,2,2,2,2,2,2,2,2,2,2,2,380
S-4372025021,S-0359369085122196,other,4,7,5,6,4,6,6,5,4,6,6,7,5,5,6,6,6,6,6,6,6,5,5,6,6,240
S-4885025022,S-0359369085176697,other,3,65,9,6,6,6,3,3,3,3,3,3,6,3,3,3,0,3,3,0,3,3,3,0,3,260
S-4784025026,S-0359369085092910,other,5,10,6,5,5,6,5,6,5,6,6,6,5,5,6,5,6,6,5,6,6,6,5,5,6,410
S-4677025028,S-0359369084262720,other,4,30,6,5,7,5,5,6,6,5,7,5,6,6,6,5,6,7,5,6,7,6,7,6,7,360
S-4793025022,S-0359369085711725,other,2,58,7,4,4,4,2,4,2,4,4,2,4,2,2,2,4,2,2,4,2,2,4,2,4,250
S-4721011100,S-0359369084144530,other,41,38,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,60
S-4886025023,S-0359369085189831,other,0,38,3,3,5,3,3,3,3,11,0,0,3,3,3,3,3,0,0,0,0,0,0,3,3,360
S-4682025024,S-0359369085688766,other,4,56,7,4,7,4,4,4,4,4,2,4,4,4,4,2,4,4,2,4,2,4,4,4,4,260
S-4673025027,S-0359369085087449,other,3,57,9,3,3,3,6,9,9,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,240
S-4885025022,S-0359369085094932,other,2,237,73,37,18,27,9,2,2,7,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,280
S-4372025021,S-0359369085146757,other,12,36,16,16,44,8,4,4,4,4,4,4,4,4,0,0,0,0,4,0,0,0,0,4,0,250
S-4677025028,S-0359369084288329,other,0,81,4,18,15,0,4,11,15,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,340
S-4885025022,S-0359369085094494,other,0,129,24,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
S-4372025021,S-0359369085156194,other,4,40,11,6,8,6,4,4,4,4,6,4,8,6,4,4,4,4,4,4,4,4,4,4,4,260
S-4677025029,S-0359369081376002,other,14,16,23,16,16,15,15,14,16,14,17,17,17,24,28,36,52,128,115,98,94,92,89,72,56,3950
S-4886025023,S-0359369085189831,other,3,72,5,8,8,8,5,5,3,13,5,3,3,5,3,5,3,3,21,5,5,3,5,5,8,360
S-4573025028,S-0359369085123798,other,2,22,10,8,6,6,4,8,10,6,6,6,6,4,4,4,4,4,4,4,4,4,4,6,6,250
S-4885025022,S-0359369085138291,other,4,66,23,12,4,15,8,8,4,12,4,4,12,4,4,4,4,4,4,8,8,4,4,4,8,270
S-4793025022,S-0359369085675482,other,0,30,3,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,3,240
S-4885025022,S-0359369085144612,other,0,105,6,9,15,0,3,15,12,6,0,3,12,0,3,0,3,0,3,3,0,0,3,3,6,350
S-4885025022,S-0359369085176697,other,3,68,11,6,6,3,3,3,3,3,3,3,9,3,3,3,3,3,0,3,3,3,3,3,3,260
S-4677025033,S-0359369083953394,other,2,53,4,4,4,4,4,2,4,6,2,2,2,4,2,4,2,2,2,4,4,4,2,2,2,370
S-4677025028,S-0359369084264262,other,10,11,13,13,15,22,26,25,27,41,211,275,123,42,25,18,16,12,12,10,11,11,11,11,11,2240
S-4677025029,S-0359369081376002,other,16,13,16,16,18,16,16,18,16,16,21,19,18,18,26,31,66,111,130,105,91,77,84,66,50,4280
S-4372025021,S-0359369085158232,other,5,14,7,2,2,2,2,2,5,2,2,2,2,2,5,5,2,5,2,2,2,2,2,5,2,250
S-4885025022,S-0359369085144158,other,14,126,28,22,18,20,36,14,16,20,16,16,18,20,16,14,14,16,20,16,22,64,62,50,26,270
S-4682025024,S-0359369085696439,other,4,49,11,11,7,7,7,11,11,11,7,11,7,7,7,7,7,4,11,11,7,14,18,11,11,250
S-4682025024,S-0359369085768170,other,7,47,12,14,11,12,18,14,15,13,16,18,18,13,21,21,10,11,12,14,24,124,105,41,11,4710
S-4573025028,S-0359369085144976,other,10,11,12,15,12,13,16,19,16,19,25,25,36,68,104,74,24,19,15,14,14,13,11,10,11,2960
S-4885025022,S-0359369085151328,other,2,40,4,4,4,11,6,6,6,4,8,8,4,4,4,4,4,6,6,4,4,4,4,6,6,440
S-4885025022,S-0359369085188320,other,19,39,19,21,21,19,21,19,21,26,23,23,23,21,21,19,19,19,35,42,63,102,81,42,33,260
S-4677025029,S-0359369081312742,other,3,22,5,5,7,5,6,5,6,5,6,6,5,5,4,6,5,6,7,6,5,5,6,5,6,370
S-4784025026,S-0359369085090476,other,2,542,17,21,11,4,4,4,4,6,6,9,4,11,9,6,2,2,4,4,4,13,19,9,2,310
S-4677025028,S-0359369084262720,other,3,30,5,6,7,5,6,6,5,6,6,5,5,6,5,5,6,5,5,6,6,6,6,7,7,370
S-4413110100,S-0359369084116843,other,3,39,5,5,5,5,5,5,3,3,3,5,3,5,3,3,3,5,7,5,5,3,3,5,5,440
S-4885025022,S-0359369085168546,other,7,79,17,30,28,11,8,10,8,8,21,21,18,18,11,10,7,6,7,8,8,11,14,17,10,250
S-4677025029,S-0359369081312197,other,2,24,2,3,3,12,3,3,3,2,5,5,3,2,3,3,3,2,3,3,3,3,3,3,3,450
S-4677025029,S-0359369081312270,other,4,21,7,8,13,7,11,7,5,5,5,5,7,5,4,4,4,5,4,5,5,5,4,5,5,120
S-4677025033,S-0359369081374601,other,3,41,6,9,9,6,6,6,6,22,6,6,6,9,6,13,6,6,6,6,6,9,9,13,6,360
S-4677025028,S-0359369084264262,other,11,11,12,14,15,28,24,36,28,41,274,241,106,41,19,24,17,14,12,11,10,11,12,13,12,2170
S-4772025022,S-0359369084110820,other,3,166,7,7,8,4,4,4,3,4,4,5,4,5,4,5,4,4,4,5,4,4,4,5,4,330
S-4885025022,S-0359369085192819,other,0,359,11,37,86,0,11,11,9,0,3,9,0,0,0,0,0,0,0,0,0,3,3,0,0,320
S-4793025022,S-0359369085869127,other,4,29,5,4,5,5,4,4,4,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,250
S-4682025024,S-0359369085768170,other,7,50,12,13,14,12,14,17,16,13,11,9,14,13,22,16,11,11,18,22,40,315,233,55,18,4720
S-4677025028,S-0359369084264262,other,12,11,14,14,15,24,30,40,35,71,211,145,67,30,19,18,14,12,14,11,12,10,12,10,13,2190
S-4682025024,S-0359369085734578,other,85,33,25,25,31,36,34,38,46,43,33,41,44,41,70,47,56,31,31,33,31,38,29,28,23,540
S-4772025022,S-0359369084113568,other,3,291,5,5,5,6,7,5,6,6,5,6,6,5,5,3,6,6,7,5,7,5,6,6,6,310
S-4372025021,S-0359369085158232,other,11,18,7,4,6,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,260
S-4885025022,S-0359369085127146,other,0,185,116,24,13,16,5,0,3,0,3,0,0,3,3,3,0,0,0,0,0,3,0,3,0,290
S-4885025022,S-0359369085220495,other,6,35,6,6,9,101,14,9,9,6,12,12,14,6,9,9,6,20,9,9,9,9,9,14,12,470
S-4677025029,S-0359369081376002,other,16,18,19,15,17,16,18,17,17,19,14,17,19,22,33,38,93,148,125,111,120,97,101,65,40,4130
S-4372025021,S-0359369085085062,other,2,41,3,3,5,3,3,3,3,7,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,380
S-4673025027,S-0359369085219521,other,2,11,5,5,5,5,5,7,7,5,7,7,9,5,5,5,5,5,5,5,5,5,5,5,5,240
S-4673025027,S-0359369085219521,other,4,11,5,5,5,5,5,5,5,5,4,4,7,5,5,4,5,4,5,5,4,5,4,5,5,240
S-4885025022,S-0359369085129233,other,0,66,14,7,3,10,3,3,3,21,3,3,14,3,3,3,3,3,0,7,7,7,3,3,7,270
S-4687025030,S-0359369085185508,other,7,126,17,14,10,3,3,3,3,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,240
S-4687025030,S-0359369085192421,other,8,188,49,25,17,17,8,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,290
S-4677025033,S-0359369081374601,other,6,42,12,9,6,6,6,6,3,6,6,6,3,12,6,6,6,6,9,6,6,9,6,18,6,360
S-4772025022,S-0359369084106570,other,19,29,24,19,21,17,21,21,24,21,21,19,14,24,17,14,17,21,107,26,21,24,31,24,33,420
S-4372025021,S-0359369085158232,other,17,26,11,6,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,260
S-4793025022,S-0359369085098016,other,0,31,4,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
S-4677025028,S-0359369084287065,other,2,13,4,6,4,6,21,6,6,4,4,4,2,4,2,2,4,2,4,2,2,4,2,4,4,540
S-4682025024,S-0359369085689376,other,32,39,21,17,14,17,22,21,18,33,32,27,140,31,28,21,17,18,19,26,30,44,35,98,28,2410
S-4885025022,S-0359369085126833,other,9,101,30,15,12,27,9,9,12,12,12,12,15,15,15,15,12,9,12,15,15,18,21,18,15,280
S-4682025024,S-0359369085768170,other,11,51,14,14,16,17,25,24,26,18,13,18,20,17,21,23,15,14,16,20,29,230,176,66,15,260
S-4793025022,S-0359369085869127,other,3,33,3,5,5,6,5,5,5,5,5,3,5,5,5,5,5,6,3,5,5,5,6,5,5,260
S-4573025028,S-0359369085146278,other,3,40,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,250
S-4677025028,S-0359369084288048,other,4,201,5,6,6,6,6,6,5,6,6,6,6,5,6,7,5,5,6,6,6,6,6,6,6,310
S-4885025022,S-0359369085144612,other,0,99,8,8,16,0,5,13,16,8,3,3,13,3,5,0,3,3,8,3,3,3,3,3,8,340
S-4372025021,S-0359369085158232,other,19,34,9,7,5,4,4,2,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,260
S-4677025029,S-0359369081376002,other,12,14,17,16,14,12,17,15,13,12,14,17,15,27,23,29,33,48,115,108,119,79,91,81,67,4160
S-4372025021,S-0359369085085062,other,2,63,2,4,6,2,2,2,2,10,2,2,2,2,4,4,2,4,4,2,2,4,2,4,2,380
S-4885025022,S-0359369085195853,other,9,66,14,16,15,14,15,16,19,16,11,12,14,15,14,19,12,14,22,11,11,11,12,19,19,380
S-4793025022,S-0359369085868137,other,3,15,5,6,5,5,5,5,5,5,5,5,5,5,6,5,6,5,5,5,5,5,6,6,5,250
S-4573025028,S-0359369085146062,other,14,24,23,16,18,12,15,20,18,22,19,21,42,26,53,31,16,14,21,31,45,147,224,91,49,4740
