site,sid,leaktype,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
S-4673025027,S-0359369085135214,noise,0,79,8,4,4,8,4,0,0,8,0,0,13,0,0,0,0,4,0,8,8,4,0,0,13,270
S-4784025026,S-0359369085186589,noise,4,21,4,6,7,7,11,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,6,420
S-4784025026,S-0359369085184170,noise,4,13,4,4,6,4,4,4,6,6,7,6,7,6,6,6,6,6,6,7,6,4,6,6,6,250
S-4673025027,S-0359369085702948,noise,0,31,4,0,4,0,4,19,23,4,8,8,0,4,4,0,0,0,0,0,0,4,0,0,0,240
S-4372025021,S-0359369085139810,noise,0,22,0,4,0,0,4,4,4,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,240
S-4673025027,S-0359369085164719,noise,4,44,11,4,4,4,0,7,7,7,4,7,0,4,0,0,0,0,0,0,0,0,0,0,0,250
S-4372025021,S-0359369085188908,noise,4,34,6,6,6,6,6,6,6,6,6,4,6,8,6,6,6,6,6,6,6,4,6,6,8,360
S-4784025026,S-0359369085182018,noise,0,84,18,4,0,0,0,0,4,4,0,4,4,0,0,4,0,0,4,0,0,0,0,0,0,290
S-4372025021,S-0359369085138887,noise,4,13,6,6,6,5,5,6,5,7,5,6,7,6,5,6,6,6,6,5,6,6,6,7,6,250
S-4372025021,S-0359369085188908,noise,3,22,5,5,5,5,5,5,5,6,3,5,5,6,3,5,5,6,5,5,5,6,6,5,5,360
S-4372025021,S-0359369085139810,noise,3,8,3,3,3,0,5,5,5,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,230
S-4372025021,S-0359369085139810,noise,4,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,7,5,5,230
S-4682025024,S-0359369085844138,noise,6,88,19,17,13,15,8,8,10,8,6,6,4,4,2,4,2,2,2,2,2,2,4,4,4,230
S-4673025027,S-0359369085135214,noise,0,82,11,4,4,7,0,4,4,7,0,0,7,0,0,0,0,7,0,11,7,0,0,4,11,270
S-4372025021,S-0359369085138333,noise,3,30,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,6,270
S-4793025022,S-0359369085860290,noise,4,8,6,5,7,5,6,6,7,6,6,7,6,5,6,7,6,5,7,5,6,7,6,6,5,230
S-4372025021,S-0359369085188908,noise,4,27,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,6,4,4,4,6,360
S-4673025027,S-0359369085184105,noise,4,25,4,4,4,6,4,4,4,6,4,4,4,6,4,6,4,4,6,6,4,6,4,6,6,240
S-4571025029,S-0359369084042932,noise,4,20,5,5,5,5,6,5,5,5,6,5,5,5,5,4,5,5,5,5,5,5,6,6,5,260
S-4413110100,S-0359369084647912,noise,3,14,4,4,5,7,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,420
S-4372025021,S-0359369085139778,noise,3,17,6,5,4,5,5,5,5,5,6,4,5,5,5,4,5,6,5,5,5,6,5,5,6,270
S-4372025021,S-0359369085106629,noise,85,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,60
S-4372025021,S-0359369085085856,noise,4,7,6,5,4,5,6,6,5,5,6,6,5,5,6,5,6,6,5,6,5,6,5,6,5,240
S-4784025026,S-0359369085184170,noise,2,20,2,2,4,4,2,2,2,2,2,2,4,2,2,4,2,2,2,4,2,2,2,2,2,240
S-4413110100,S-0359369084647912,noise,3,18,5,5,3,7,3,5,5,5,6,5,5,5,5,3,3,3,5,5,3,5,5,5,5,430
S-4673025027,S-0359369085126874,noise,0,17,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240
S-4728010101,S-0359369085282677,noise,0,73,11,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
S-4784025026,S-0359369085183693,noise,2,37,6,4,6,6,4,11,11,4,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,240
S-4673025027,S-0359369085148480,noise,0,35,8,0,0,0,0,4,4,8,4,8,0,4,0,4,0,0,0,0,0,0,0,4,0,250
S-4677025033,S-0359369083951794,noise,3,4,4,4,4,4,4,5,5,4,4,4,5,4,5,5,5,4,5,5,5,4,5,5,4,460
S-4677025033,S-0359369083951794,noise,5,16,6,8,8,6,9,6,8,7,7,7,8,7,10,9,9,14,10,15,8,9,7,7,9,440
S-4673025027,S-0359369085172498,noise,4,43,7,4,0,0,4,21,18,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,240
S-4673025027,S-0359369085083653,noise,0,36,3,0,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,3,0,260
S-4677025028,S-0359369083875019,noise,5,82,7,8,7,5,7,7,7,7,7,7,7,8,5,5,5,5,7,5,5,5,7,7,7,280
S-4372025021,S-0359369085177992,noise,7,66,14,14,14,10,10,7,7,7,7,7,7,3,7,3,7,3,24,10,7,7,7,7,10,350
S-4673025027,S-0359369085129829,noise,2,18,5,5,2,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,7,5,250
S-4673025027,S-0359369085702948,noise,2,46,4,2,4,4,4,4,4,4,4,4,2,2,2,2,4,2,2,2,2,2,2,4,2,250
S-4784025026,S-0359369085146591,noise,0,26,4,4,0,4,0,4,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,250
S-4372025021,S-0359369085138390,noise,3,46,3,9,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,3,3,260
S-4571025029,S-0359369084042932,noise,4,15,6,5,7,6,6,6,7,5,5,4,7,5,6,7,6,7,5,6,7,10,8,15,8,260
S-4372025021,S-0359369085138887,noise,4,16,5,5,5,7,5,5,5,7,5,5,7,7,7,5,4,5,7,7,7,5,5,7,5,250
S-4684025022,S-0359369085722748,noise,0,81,69,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290
S-4673025027,S-0359369085147680,noise,39,28,7,5,5,5,11,5,9,9,5,7,5,7,5,5,5,5,5,5,5,5,2,5,5,60
S-4677025029,S-0359369081308567,noise,3,10,4,6,5,4,5,5,7,5,5,5,5,4,6,4,6,5,5,5,5,5,6,6,5,420
S-4886025023,S-0359369085126023,noise,3,271,11,8,5,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,320
S-4372025021,S-0359369085129142,noise,3,9,3,5,6,5,5,6,5,6,6,6,6,5,6,5,5,5,6,5,6,6,6,6,5,240
S-4673025027,S-0359369085126874,noise,0,21,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240
S-4793025022,S-0359369085712038,noise,0,30,0,0,0,0,0,20,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
S-4372025021,S-0359369085157606,noise,4,38,5,4,4,5,4,5,4,5,4,4,7,4,7,4,5,5,5,5,5,5,5,5,4,280
S-4372025021,S-0359369085142590,noise,2,166,20,14,20,8,4,4,4,4,4,4,4,4,2,6,4,4,4,4,4,4,4,4,4,330
S-4793025022,S-0359369085715999,noise,3,62,5,5,5,5,3,3,5,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,280
S-4784025026,S-0359369085191688,noise,8,69,20,13,10,10,10,15,13,8,10,10,8,8,5,5,5,5,5,5,8,10,10,8,5,240
S-4673025027,S-0359369085126874,noise,0,28,0,0,0,0,0,21,14,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,240
S-4372025021,S-0359369085137418,noise,4,51,6,5,6,6,5,6,5,5,5,7,5,7,6,5,5,6,6,4,6,11,9,10,6,250
S-4886025023,S-0359369085126023,noise,4,137,13,15,11,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,340
S-4372025021,S-0359369085152573,noise,8,9,9,11,11,13,19,16,17,19,35,42,61,201,36,33,17,14,11,13,11,9,9,9,8,2680
S-4784025026,S-0359369085162549,noise,0,29,0,0,0,0,3,10,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
S-4677025033,S-0359369081334563,noise,4,47,8,10,8,4,4,6,4,4,4,4,4,4,2,4,4,2,14,4,4,4,4,4,4,390
S-4372025021,S-0359369085121958,noise,0,32,0,4,4,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,250
S-4571025029,S-0359369084044417,noise,27,11,5,5,5,3,5,5,5,3,5,6,5,5,5,6,5,3,6,5,5,5,5,5,5,60
S-4793025022,S-0359369085863757,noise,5,15,6,6,5,6,5,5,5,5,5,5,5,6,5,5,5,6,5,6,6,5,6,5,5,250
S-4372025021,S-0359369085130066,noise,2,61,10,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,270
S-4571025029,S-0359369084044417,noise,20,8,6,5,5,5,5,5,4,4,5,6,5,6,5,6,5,5,5,4,6,9,10,5,5,60
S-4372025021,S-0359369085142590,noise,3,203,18,20,45,8,5,5,5,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,330
S-4372025021,S-0359369085152573,noise,9,11,11,14,13,15,18,23,18,21,32,33,54,237,49,42,17,16,13,10,9,14,11,11,8,2770
S-4728010101,S-0359369085287783,noise,4,96,5,7,6,5,5,6,5,5,6,5,5,6,5,6,6,5,5,6,6,6,6,6,7,290
S-4573025028,S-0359369085146179,noise,0,105,24,11,8,8,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,280
S-4372025021,S-0359369085129142,noise,3,8,4,5,5,4,4,5,5,7,5,5,5,4,5,7,5,4,5,5,5,7,7,5,7,240
S-4784025026,S-0359369085143259,noise,2,27,4,6,4,12,6,6,6,6,10,10,4,6,4,6,4,6,6,4,6,6,6,8,4,400
S-4793025022,S-0359369084007737,noise,4,22,4,5,5,5,6,5,5,5,5,5,6,5,6,5,6,6,5,5,5,6,6,9,5,240
S-4673025027,S-0359369085135214,noise,3,31,3,3,0,3,0,3,3,8,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,260
S-4673025027,S-0359369085164719,noise,0,49,11,4,0,4,4,4,4,4,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,250
S-4677025028,S-0359369083875019,noise,5,35,6,5,7,5,6,6,5,5,5,5,5,6,5,7,5,6,5,6,7,6,5,5,6,240
S-4372025021,S-0359369085156863,noise,0,28,0,0,0,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
S-4413110100,S-0359369084647912,noise,2,19,4,4,2,6,4,4,2,4,4,4,4,4,4,4,4,2,4,4,2,2,4,4,4,420
S-4372025021,S-0359369085128045,noise,0,69,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,360
S-4372025021,S-0359369085158620,noise,3,22,5,5,5,5,6,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,6,5,5,260
S-4372025021,S-0359369085137418,noise,3,60,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,7,10,10,5,5,260
S-4784025026,S-0359369085180459,noise,7,51,10,12,12,12,7,10,10,14,10,14,10,17,7,7,7,7,10,10,10,10,10,12,14,380
S-4413110100,S-0359369084647912,noise,3,13,5,4,5,8,5,4,5,5,6,5,4,4,4,4,4,4,4,5,5,4,5,5,5,430
S-4372025021,S-0359369085177992,noise,7,65,14,14,14,7,10,7,7,3,7,7,7,3,7,3,7,3,20,10,7,3,3,3,7,350
S-4784025026,S-0359369085175715,noise,3,34,4,4,4,6,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,250
S-4372025021,S-0359369085130066,noise,3,36,6,7,6,4,6,4,4,4,4,4,4,6,4,4,6,4,6,6,6,9,7,6,6,270
S-4372025021,S-0359369085139778,noise,3,27,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,3,3,5,5,5,5,5,270
S-4372025021,S-0359369085129142,noise,4,7,5,4,5,5,5,6,5,6,6,5,5,6,5,5,5,6,5,6,6,6,6,5,6,240
S-4673025027,S-0359369085714323,noise,2,64,7,5,5,5,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,250
S-4372025021,S-0359369085170476,noise,19,45,19,20,20,17,16,19,19,24,25,24,30,47,22,24,15,17,22,26,29,65,94,70,27,240
S-4677025028,S-0359369083976205,noise,14,162,16,21,21,14,19,14,16,21,13,14,18,14,16,14,58,14,45,43,43,11,11,13,32,320
S-4677025033,S-0359369081334563,noise,4,14,6,5,5,5,4,5,4,5,4,4,4,4,4,4,5,5,9,5,5,4,4,4,5,400
S-4677025033,S-0359369081334563,noise,2,18,4,7,4,4,2,4,2,4,2,4,2,4,2,2,2,2,7,2,2,2,2,2,2,400
S-4784025026,S-0359369085090211,noise,5,55,5,6,5,6,5,5,6,6,5,5,5,5,5,6,5,5,6,6,6,6,6,6,6,280
S-4784025026,S-0359369085082762,noise,4,9,4,5,5,5,5,5,5,5,6,4,5,6,6,5,5,6,5,5,6,8,6,5,6,240
S-4784025026,S-0359369085091094,noise,4,78,12,7,7,7,5,5,6,5,5,6,6,7,6,6,6,6,4,6,7,6,6,7,6,280
S-4677025029,S-0359369081308567,noise,4,6,5,5,5,6,5,5,6,6,5,5,5,5,5,5,4,5,6,6,6,6,5,5,4,420
S-4372025021,S-0359369085129142,noise,4,10,5,6,5,6,5,7,5,5,5,5,5,6,6,5,5,6,5,5,6,6,6,5,6,240
S-4372025021,S-0359369085152300,noise,3,29,6,6,6,6,3,10,10,6,6,3,16,6,6,6,3,6,6,3,6,10,6,6,19,240
S-4372025021,S-0359369085138333,noise,4,24,5,5,5,5,5,5,5,6,5,5,5,6,6,5,5,6,6,6,6,5,5,6,7,270
S-4372025021,S-0359369085167001,noise,4,22,4,4,4,4,4,4,4,6,4,6,4,4,4,4,4,6,4,6,4,6,6,6,4,250
S-4673025027,S-0359369085148480,noise,0,38,8,0,0,4,0,4,4,8,4,8,4,4,0,4,0,0,0,4,0,0,0,4,0,250
S-4372025021,S-0359369085138390,noise,0,48,3,3,3,3,3,0,0,3,0,3,3,0,0,3,3,3,3,3,0,3,3,3,0,260
S-4372025021,S-0359369085137418,noise,5,73,8,5,5,6,5,5,5,5,3,5,6,6,5,5,5,5,6,5,5,8,8,8,5,250
S-4677025028,S-0359369084275144,noise,7,53,4,4,4,4,3,4,6,4,4,4,4,4,6,3,4,4,4,6,6,4,6,4,6,340
S-4372025021,S-0359369085142590,noise,2,141,14,25,33,8,6,6,4,4,4,4,2,2,2,4,2,4,4,6,4,2,4,2,4,330
S-4784025026,S-0359369085182018,noise,4,75,8,6,5,6,4,6,5,5,6,5,5,5,6,6,5,6,6,5,6,6,6,5,6,290
S-4372025021,S-0359369085158620,noise,0,60,5,3,3,3,3,0,0,5,3,3,3,3,0,3,3,3,3,0,3,3,3,3,0,270
S-4677025033,S-0359369081334563,noise,3,19,6,5,5,5,5,5,3,5,3,3,5,3,3,3,5,5,16,8,5,5,5,5,5,390
S-4372025021,S-0359369085152300,noise,3,32,3,6,6,3,3,6,6,6,6,3,9,6,3,6,6,6,3,3,6,6,6,6,9,240
S-4571025029,S-0359369083989497,noise,0,47,11,7,4,4,4,7,7,4,7,11,4,4,0,4,0,0,4,4,4,0,4,4,4,250
S-4784025026,S-0359369085156319,noise,5,7,5,5,5,5,5,6,4,5,5,5,5,5,6,5,5,6,6,5,5,5,6,6,5,250
S-4886025023,S-0359369085135917,noise,7,107,36,19,17,24,10,7,10,12,10,7,12,24,12,7,7,7,12,7,12,21,17,14,7,270
S-4673025027,S-0359369085702948,noise,2,51,6,4,2,2,4,6,6,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,240
S-4372025021,S-0359369085106629,noise,62,24,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,60
S-4677025029,S-0359369081372829,noise,4,6,6,5,5,10,6,6,6,5,6,5,11,5,6,5,6,7,6,6,5,5,5,7,5,480
S-4684025022,S-0359369085722748,noise,3,88,8,6,6,6,6,3,6,6,6,8,6,8,3,3,6,6,6,8,6,6,6,6,6,290
S-4673025027,S-0359369085714323,noise,2,82,7,7,5,5,2,2,2,5,2,5,2,5,2,2,2,2,2,2,2,2,5,2,2,250
S-4886025023,S-0359369085185714,noise,10,25,39,39,25,20,7,10,10,7,5,5,2,2,2,2,2,2,2,2,2,2,0,2,2,120
S-4784025026,S-0359369085177208,noise,4,8,6,5,7,6,6,5,5,5,6,6,8,6,5,5,7,5,6,7,6,5,5,8,6,260
S-4372025021,S-0359369085188908,noise,4,29,4,4,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,4,6,6,360
S-4886025023,S-0359369085185714,noise,4,81,14,14,18,14,14,14,11,14,14,14,7,11,7,7,7,7,7,7,7,7,7,7,7,420
S-4372025021,S-0359369085188908,noise,4,33,4,7,4,4,4,4,4,7,7,4,7,7,7,4,4,4,7,7,7,4,4,4,4,360
S-4784025026,S-0359369085084776,noise,4,91,6,5,6,5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,6,300
S-4784025026,S-0359369085084776,noise,0,46,0,0,0,0,0,0,5,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,250
S-4372025021,S-0359369085158620,noise,3,21,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,260
S-4677025033,S-0359369083951794,noise,4,7,6,5,5,4,5,4,5,6,3,4,6,6,5,6,6,4,7,5,5,6,4,4,5,440
S-4372025021,S-0359369085152573,noise,8,8,10,10,10,13,17,16,19,21,41,43,52,238,36,27,16,16,11,11,10,11,11,10,10,2680
S-4886025023,S-0359369085185714,noise,4,24,8,12,130,8,12,8,8,20,8,8,8,8,4,4,4,4,8,4,4,8,4,8,8,430
S-4793025022,S-0359369085860290,noise,3,7,4,6,6,6,4,7,6,4,4,4,6,4,6,7,4,6,6,6,4,6,4,7,6,240
S-4684025022,S-0359369085722748,noise,3,125,17,9,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,290
S-4728010101,S-0359369085288617,noise,4,36,5,6,5,5,6,5,6,5,5,6,5,5,6,5,5,6,6,5,5,5,6,5,5,280
S-4372025021,S-0359369085121859,noise,2,29,6,4,4,4,4,6,4,4,4,6,6,4,4,4,4,4,4,4,4,6,6,4,6,260
S-4372025021,S-0359369085128045,noise,3,37,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,360
S-4372025021,S-0359369085139778,noise,4,30,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,270
S-4673025027,S-0359369085184105,noise,3,46,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240
S-4372025021,S-0359369085152573,noise,7,8,11,12,13,15,19,17,18,24,40,37,50,292,40,26,19,17,14,12,11,11,11,7,11,2710
S-4673025027,S-0359369085842520,noise,3,18,5,3,3,5,5,5,3,5,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,240
S-4793025022,S-0359369085715999,noise,4,57,8,8,7,5,6,6,5,6,5,6,5,6,5,6,5,5,6,5,4,5,5,6,5,280
S-4677025028,S-0359369084287966,noise,3,32,7,7,6,6,7,6,7,4,6,7,6,6,6,6,6,6,7,6,6,8,6,7,4,400
S-4571025029,S-0359369083989497,noise,0,50,11,7,4,4,4,7,11,7,4,11,4,4,0,4,0,4,0,4,0,4,0,4,4,250
S-4793025022,S-0359369085715999,noise,3,40,9,8,9,5,5,7,5,5,4,4,5,4,4,5,4,4,5,4,4,4,5,5,4,280
S-4571025029,S-0359369084042932,noise,4,19,9,9,8,7,5,5,5,7,8,9,12,10,7,8,8,7,6,7,7,10,12,9,6,270
S-4372025021,S-0359369085106629,noise,20,12,5,6,4,5,6,5,5,5,5,7,5,6,6,5,6,5,6,6,5,6,7,5,6,60
S-4793025022,S-0359369085860290,noise,8,53,17,14,8,8,8,11,8,6,6,3,6,3,3,3,0,0,0,3,0,0,0,0,3,250
S-4372025021,S-0359369085177992,noise,10,74,13,13,20,10,10,13,13,13,7,10,10,7,7,7,7,7,10,10,10,3,3,7,7,350
S-4673025027,S-0359369085135214,noise,0,74,12,4,0,8,0,0,0,4,0,0,8,0,0,0,0,4,0,8,8,0,0,0,12,270
S-4372025021,S-0359369085158620,noise,2,31,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,270
S-4886025023,S-0359369085172688,noise,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
S-4372025021,S-0359369085177992,noise,7,68,16,13,13,10,10,7,10,3,7,7,3,3,3,0,3,3,13,7,3,3,3,3,3,350
S-4571025029,S-0359369084044417,noise,16,6,5,6,4,5,5,6,5,5,5,6,6,5,5,5,6,5,5,4,6,7,6,5,6,60
S-4372025021,S-0359369085188908,noise,2,24,4,4,4,4,4,4,4,4,6,4,4,6,4,4,4,4,6,4,4,4,4,4,4,360
S-4673025027,S-0359369085184105,noise,3,44,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,240
S-4793025022,S-0359369085715999,noise,4,59,4,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,280
S-4372025021,S-0359369085085856,noise,4,8,5,6,6,6,6,6,5,5,7,6,5,4,6,5,6,5,7,8,6,6,5,6,7,240
S-4372025021,S-0359369085177992,noise,13,78,20,20,20,13,10,10,13,13,10,10,10,7,10,7,7,7,13,7,10,7,7,7,10,350
S-4571025029,S-0359369083989497,noise,0,42,8,4,4,4,4,8,8,4,8,11,4,4,4,4,4,4,0,4,4,4,0,4,4,250
S-4673025027,S-0359369085714026,noise,0,31,0,3,3,0,0,13,18,0,8,8,0,3,3,0,0,0,0,0,3,3,0,0,0,230
S-4571025029,S-0359369084041017,noise,6,87,8,11,25,8,8,20,17,11,6,8,11,11,8,6,8,8,48,11,11,6,8,6,14,340
S-4571025029,S-0359369084044417,noise,19,6,5,5,5,4,6,4,5,6,5,5,5,5,5,6,6,4,5,5,5,5,5,5,5,60
S-4677025028,S-0359369084275144,noise,20,109,5,10,13,8,5,8,8,3,5,5,5,5,3,3,3,3,8,10,5,5,8,5,5,340
S-4772025022,S-0359369084111463,noise,4,33,6,7,6,6,6,6,6,5,6,6,5,6,5,6,6,6,5,6,6,5,6,6,6,360
S-4372025021,S-0359369085139877,noise,4,69,6,6,5,4,5,6,5,5,4,4,5,5,5,4,5,5,6,5,5,5,5,5,5,290
S-4793025022,S-0359369085863757,noise,5,14,5,6,6,5,6,6,5,5,5,7,5,6,6,6,6,5,6,6,6,5,5,6,5,280
S-4372025021,S-0359369085130066,noise,4,48,6,6,6,6,5,4,6,5,5,5,5,5,5,6,5,5,6,5,5,6,5,5,5,270
S-4372025021,S-0359369085158620,noise,3,45,6,3,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,270
S-4673025027,S-0359369085197958,noise,3,26,5,5,5,5,3,5,5,3,5,3,5,5,7,7,7,7,5,7,7,19,15,7,5,270
S-4784025026,S-0359369085182018,noise,3,260,7,15,7,6,8,4,5,6,5,5,5,5,6,5,5,5,5,5,5,5,5,5,6,310
S-4372025021,S-0359369085158620,noise,4,26,4,4,4,4,2,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,260
S-4573025028,S-0359369085134522,noise,4,21,7,12,6,7,6,5,5,5,6,5,4,5,4,4,5,5,5,5,5,5,4,4,6,250
S-4372025021,S-0359369085121958,noise,0,40,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,250
S-4372025021,S-0359369085082788,noise,2,16,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,2,2,2,2,2,240
S-4772025022,S-0359369084111463,noise,5,72,7,7,8,6,7,8,8,8,6,6,5,8,6,6,5,7,8,5,5,5,6,7,7,380
S-4673025027,S-0359369085166276,noise,3,8,6,6,6,6,6,4,6,4,6,6,6,6,6,6,6,6,7,4,4,6,4,6,6,240
S-4673025027,S-0359369085135214,noise,0,44,9,6,3,6,3,0,3,29,3,3,12,0,3,0,3,3,0,3,3,6,6,0,3,270
S-4372025021,S-0359369085152573,noise,9,9,12,9,12,15,16,21,21,22,42,38,69,169,32,27,15,12,11,11,11,10,10,9,9,2560
S-4784025026,S-0359369085183693,noise,3,69,10,8,7,7,5,7,7,5,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,300
S-4571025029,S-0359369083989497,noise,0,43,13,7,3,7,7,10,10,7,7,10,3,3,3,3,3,0,3,3,3,0,0,3,3,250
S-4372025021,S-0359369085177992,noise,6,65,25,19,15,9,12,6,6,3,6,6,3,0,3,0,3,3,15,6,3,3,3,3,3,350
S-4372025021,S-0359369085177992,noise,9,78,15,9,12,15,12,9,9,6,6,9,6,3,3,3,6,6,30,12,6,6,6,9,12,350
S-4886025023,S-0359369085185714,noise,4,131,12,23,15,12,19,12,15,12,8,8,8,8,4,4,4,4,8,4,8,8,8,8,8,420
S-4793025022,S-0359369085860050,noise,0,47,6,3,3,3,0,3,3,3,0,3,0,0,3,3,3,3,3,0,3,3,0,3,3,260
S-4372025021,S-0359369085121859,noise,3,23,5,5,5,5,5,5,5,5,5,5,3,3,8,8,5,5,5,5,5,7,7,5,5,260
S-4677025028,S-0359369084275144,noise,9,58,4,4,6,4,4,6,4,4,4,4,3,4,3,4,4,3,3,4,4,4,4,4,4,330
S-4784025026,S-0359369085090211,noise,4,40,4,4,5,6,5,5,5,5,4,5,5,4,5,5,6,5,5,6,6,5,5,5,6,280
S-4772025022,S-0359369084111463,noise,4,67,6,7,7,5,6,5,6,6,5,5,6,5,5,4,5,5,6,5,5,6,4,5,5,370
S-4372025021,S-0359369085138390,noise,0,38,3,6,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,260
S-4372025021,S-0359369085152300,noise,0,24,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
S-4673025027,S-0359369085148480,noise,0,35,8,0,0,0,0,4,8,8,4,4,4,4,0,4,0,4,4,4,0,0,0,4,0,250
S-4784025026,S-0359369085177307,noise,3,39,14,15,14,9,3,5,5,7,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,400
S-4784025026,S-0359369085182349,noise,5,53,7,7,12,9,12,9,9,12,12,16,9,7,5,5,2,2,5,5,5,5,5,7,7,390
S-4793025022,S-0359369085715999,noise,5,45,17,14,12,7,5,7,7,7,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,280
S-4673025027,S-0359369085172498,noise,0,37,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,0,0,0,0,3,0,3,3,240
S-4372025021,S-0359369085142590,noise,2,178,16,16,28,10,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,330
S-4793025022,S-0359369085712038,noise,0,29,0,0,0,0,0,20,78,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,240
S-4673025027,S-0359369085135750,noise,6,14,6,6,8,7,7,6,7,7,7,7,22,8,7,11,6,8,7,10,7,8,8,16,10,240
S-4682025024,S-0359369085844138,noise,2,78,13,6,4,4,4,6,8,8,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,240
S-4372025021,S-0359369085158620,noise,2,49,5,2,0,2,2,0,0,10,0,0,5,0,2,2,2,0,0,0,0,0,2,0,0,260
