site,sid,leaktype,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
S-4885025022,S-0359369085145197,in,15,124,23,26,34,18,18,18,20,23,21,18,23,57,21,18,24,20,44,20,21,23,20,18,26,350
S-4677025028,S-0359369084283734,in,5,25,6,5,5,6,6,5,5,5,5,6,5,6,5,5,5,7,5,6,6,6,5,6,6,260
S-4677025033,S-0359369083955787,in,2,500,14,37,10,4,8,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,310
S-4677025033,S-0359369084273222,in,13,72,8,13,10,7,5,5,4,5,5,4,4,4,5,4,5,4,4,5,4,4,5,4,4,360
S-4677025029,S-0359369081336980,in,3,43,6,6,6,6,3,3,3,3,9,3,3,6,3,3,6,6,6,9,9,6,6,6,3,410
S-4784025026,S-0359369085083265,in,2,35,3,3,3,5,3,5,5,3,6,6,5,5,5,3,3,5,3,5,5,5,5,5,5,440
S-5011010101,S-0359369084273941,in,7,138,29,17,26,5,7,7,5,5,5,7,5,7,5,5,2,2,2,2,5,12,7,5,2,290
S-4677025028,S-0359369084277629,in,24,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,7,6,6,6,5,60
S-4677025033,S-0359369083956835,in,2,19,5,5,5,4,5,4,5,5,5,6,4,5,5,5,5,6,5,5,6,5,4,5,5,380
S-4372025021,S-0359369085177059,in,3,28,5,5,5,4,5,4,4,4,4,5,7,7,5,5,4,5,5,5,5,5,7,7,5,260
S-4784025026,S-0359369085176895,in,6,49,12,9,6,9,9,6,6,20,6,9,12,6,9,3,3,6,6,6,9,6,12,6,6,270
S-4677025029,S-0359369081312577,in,2,8,2,4,4,6,6,2,4,4,6,4,4,4,4,2,2,4,2,4,4,4,4,2,2,420
S-4372025021,S-0359369085121446,in,0,27,3,0,3,0,3,3,3,3,3,3,3,3,3,3,0,0,3,0,3,0,0,3,0,260
S-4677025028,S-0359369083975553,in,4,55,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,320
S-4677025033,S-0359369081334746,in,4,10,6,6,6,7,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,7,120
S-4793025022,S-0359369085861215,in,29,29,37,30,31,36,35,32,27,34,42,31,35,41,32,43,45,36,42,40,36,47,54,117,82,1080
S-4372025021,S-0359369085184741,in,0,24,9,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,0,0,3,3,3,3,260
S-4677025029,S-0359369081333011,in,4,44,4,4,4,4,8,4,6,8,4,4,4,8,4,2,2,6,8,2,4,6,6,6,6,390
S-4677025028,S-0359369084263090,in,3,38,6,9,13,9,6,3,6,9,6,9,6,13,6,6,6,3,9,6,6,6,6,6,13,390
S-4687025030,S-0359369085175616,in,14,17,17,20,18,20,25,26,23,28,25,22,28,35,37,28,69,238,81,55,47,38,36,33,24,3950
S-4684025022,S-0359369085859631,in,4,17,7,7,7,7,7,6,6,6,7,7,7,7,6,6,5,6,7,7,9,6,7,6,6,260
S-4784025026,S-0359369085139752,in,12,73,27,21,18,15,9,9,9,15,6,6,9,6,3,6,6,3,6,15,24,18,12,6,6,260
S-4721011100,S-0359369084144076,in,3,44,5,5,5,5,5,6,5,5,5,5,5,5,5,6,5,5,5,5,7,5,5,5,5,330
S-2911010106,S-0359369084033170,in,2,102,6,9,17,4,2,2,4,4,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,400
S-4677025033,S-0359369083951547,in,9,47,16,19,14,12,11,14,11,12,19,17,11,12,11,6,11,14,22,11,12,14,16,11,11,410
S-4677025028,S-0359369084281407,in,4,92,10,5,8,6,7,9,7,7,7,5,6,7,5,5,7,6,6,5,7,9,10,6,7,290
S-4677025028,S-0359369084288196,in,9,43,16,16,18,16,13,13,16,22,22,20,16,20,16,16,18,18,43,16,16,18,18,20,22,370
S-4793025022,S-0359369085868970,in,0,188,29,7,0,11,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,280
S-4784025026,S-0359369085088678,in,0,23,0,0,0,0,0,14,41,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
S-4677025028,S-0359369084258660,in,10,26,69,79,72,19,20,30,35,24,39,45,32,11,9,8,10,9,11,12,12,14,14,13,12,430
S-4573025028,S-0359369085165419,in,0,18,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240
S-4784025026,S-0359369085137715,in,3,33,8,3,3,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,250
S-4677025028,S-0359369084277991,in,8,59,12,12,13,15,14,14,12,25,11,11,11,28,9,10,14,12,27,53,29,24,16,15,25,340
S-4677025028,S-0359369084283239,in,22,31,29,32,27,27,29,29,27,30,27,32,32,76,26,26,32,30,37,236,103,95,103,85,53,4490
S-4677025028,S-0359369084276845,in,4,35,5,7,7,6,5,7,6,5,6,5,6,5,5,5,5,5,5,6,7,6,7,6,5,350
S-4380032023,S-0359369083292702,in,53,78,14,14,11,6,6,3,6,6,3,6,3,3,3,3,3,3,3,6,6,3,3,3,3,60
S-4729010102,S-0359369084089016,in,17,39,12,13,11,26,28,21,19,23,12,12,11,20,23,16,17,19,115,72,59,34,28,20,20,4360
S-4521010100,S-0359369084103833,in,27,13,10,13,13,17,13,10,13,10,7,10,10,13,17,13,7,10,60,53,43,40,27,40,33,120
S-4677025028,S-0359369084277041,in,13,46,24,24,34,22,17,14,11,13,8,9,6,5,4,4,3,4,4,4,4,4,4,4,4,480
S-4684025022,S-0359369085859631,in,4,20,7,8,5,5,5,5,4,4,8,5,5,5,5,5,5,4,5,5,5,5,5,4,5,260
S-4677025028,S-0359369084263413,in,8,74,13,13,21,13,8,8,11,29,11,8,5,8,5,8,8,5,5,5,8,8,8,8,8,360
S-4677025028,S-0359369084278478,in,3,207,17,34,46,3,11,11,11,6,6,6,3,0,0,0,0,0,0,0,3,0,0,3,0,330
S-4372025021,S-0359369085222814,in,4,17,6,6,6,6,6,5,6,6,6,5,6,6,6,5,6,6,6,6,6,6,6,6,6,240
S-4413110100,S-0359369084106190,in,30,26,23,25,23,25,27,30,41,48,25,22,21,38,21,20,28,27,40,41,51,44,38,27,21,2810
S-4677025028,S-0359369083975652,in,6,44,6,6,7,5,5,6,6,5,6,5,6,5,6,6,6,5,6,5,6,5,6,6,6,430
S-4784025026,S-0359369085183768,in,0,87,3,8,8,3,3,3,6,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,340
S-4793025022,S-0359369085095657,in,2,6,5,5,6,4,5,5,5,5,5,6,6,6,6,5,5,5,6,6,6,6,5,6,5,210
S-4673025027,S-0359369085161517,in,0,28,0,0,4,4,4,7,7,0,4,0,11,0,0,0,4,4,0,4,0,0,0,4,4,240
S-4521010100,S-0359369084103064,in,8,44,15,18,14,13,14,15,14,14,13,13,11,15,14,20,11,8,23,18,18,15,15,30,11,360
S-4684025022,S-0359369085759724,in,4,24,6,5,5,6,5,5,6,5,6,7,5,5,6,5,6,6,6,5,6,5,5,5,5,270
S-4784025026,S-0359369085088678,in,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,7,6,240
S-4283025025,S-0359369085821946,in,3,22,5,4,4,4,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,260
S-4677025028,S-0359369084284948,in,5,34,6,10,8,5,5,6,5,5,5,5,5,5,5,4,5,4,5,6,5,5,4,5,5,360
S-4729010102,S-0359369084089016,in,9,70,9,9,15,9,9,9,12,12,12,12,12,6,12,9,9,9,12,15,9,9,9,15,15,360
S-4677025028,S-0359369083963666,in,13,668,31,58,24,5,8,5,3,13,3,3,3,0,0,3,0,3,3,0,0,0,0,0,0,310
S-4677025029,S-0359369081312577,in,4,6,5,6,7,6,5,4,6,5,7,7,6,5,7,6,6,6,7,5,5,7,6,5,5,420
S-4677025028,S-0359369084288196,in,12,42,14,14,16,12,16,14,14,16,21,16,12,21,12,14,16,14,42,16,12,14,12,19,26,380
S-4677025028,S-0359369083974820,in,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2910
S-4677025028,S-0359369084276845,in,5,30,6,7,7,6,6,7,7,6,6,5,7,6,6,6,6,5,7,6,6,6,6,6,6,350
S-4886025023,S-0359369085126866,in,3,277,7,14,29,3,5,5,3,3,5,3,3,12,3,3,3,5,3,7,5,5,5,3,5,320
S-4677025028,S-0359369084282223,in,5,23,6,7,7,7,6,5,7,5,6,5,7,6,6,6,5,7,6,6,7,6,6,7,7,350
S-4784025026,S-0359369085086177,in,2,20,4,2,2,6,2,2,2,4,6,8,2,2,4,4,2,4,2,4,2,2,2,4,2,440
S-4784025026,S-0359369085183768,in,0,97,2,7,10,2,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,330
S-4793025022,S-0359369085162341,in,3,65,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
S-4784025026,S-0359369085088678,in,32,44,19,19,17,19,15,19,21,22,31,33,70,39,19,22,15,18,17,26,30,46,54,80,50,2440
S-4677025033,S-0359369083953840,in,3,92,5,5,6,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,6,6,5,3,6,340
S-4784025026,S-0359369085183354,in,8,32,17,18,14,12,26,162,243,21,13,13,10,17,13,13,12,10,22,12,9,12,12,10,26,1690
S-4793025022,S-0359369085868970,in,0,145,46,8,0,17,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,280
S-4380032023,S-0359369083292702,in,53,36,10,7,3,3,10,3,13,3,3,16,7,7,3,3,0,0,0,3,3,3,0,3,3,60
S-4372025021,S-0359369085154678,in,16,36,37,42,33,33,19,23,24,39,21,21,27,24,24,54,30,37,43,33,34,99,123,80,52,4780
S-4677025028,S-0359369084269949,in,30,56,24,21,23,27,37,36,37,49,23,20,24,39,33,24,21,29,41,49,48,44,42,37,30,2810
S-4677025028,S-0359369084275995,in,19,51,16,17,14,14,10,16,16,19,17,18,14,15,31,31,17,15,132,43,31,25,24,21,27,4340
S-4677025028,S-0359369084269949,in,23,79,25,28,30,31,23,28,28,28,30,31,33,36,31,26,34,22,33,40,34,42,36,37,48,350
S-4677025033,S-0359369084271218,in,10,47,14,14,16,27,14,14,12,12,21,16,14,18,12,12,12,14,14,12,10,10,16,16,12,410
S-4677025028,S-0359369083464509,in,5,57,9,13,20,13,7,9,9,9,9,13,11,7,5,4,4,4,4,5,4,5,5,5,7,410
S-4677025028,S-0359369084263256,in,3,18,4,5,4,5,4,4,4,5,5,4,6,4,4,5,5,6,5,5,5,6,5,5,5,360
S-4677025028,S-0359369084276845,in,3,54,6,8,8,6,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,6,350
S-2711010100,S-0359369084032438,in,2,22,2,4,4,4,2,4,4,4,4,4,2,2,2,4,2,2,4,2,2,2,2,2,2,250
S-4677025028,S-0359369084276019,in,5,25,8,7,8,8,8,8,8,10,7,8,8,11,8,9,10,12,16,9,7,8,8,10,8,360
S-4677025028,S-0359369084258660,in,6,21,31,57,53,8,11,32,32,19,16,13,11,8,6,5,5,6,5,6,6,6,6,6,6,430
S-4772025022,S-0359369084112636,in,0,21,2,0,0,0,0,2,0,2,2,2,0,2,0,2,0,0,2,2,0,0,0,2,2,400
S-4677025033,S-0359369083948964,in,5,22,8,19,19,14,8,8,8,8,11,5,5,5,5,8,8,8,8,5,8,5,8,8,8,400
S-4573025028,S-0359369085159107,in,16,34,23,16,18,14,16,18,18,20,16,20,34,18,20,18,16,14,23,48,73,139,232,25,23,4730
S-4728010101,S-0359369085287312,in,15,140,39,29,22,29,20,15,17,17,17,17,22,20,15,15,12,22,17,49,59,37,32,20,22,280
S-4677025033,S-0359369081372886,in,12,30,16,14,16,22,16,14,18,16,16,16,14,18,14,14,16,18,58,32,30,36,38,26,20,410
S-4677025028,S-0359369084276845,in,4,38,6,6,5,6,5,5,5,5,5,5,6,5,5,5,5,6,6,5,6,6,5,6,5,350
S-4793025022,S-0359369085860324,in,0,40,3,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
S-4677025028,S-0359369083969317,in,14,325,19,20,33,13,14,13,14,19,19,11,10,17,14,15,17,18,48,29,27,18,17,15,14,310
S-4677025028,S-0359369084286919,in,6,66,9,9,13,9,9,15,17,11,9,8,9,13,6,8,9,9,11,9,9,9,13,15,9,380
S-4677025028,S-0359369084258660,in,6,24,26,38,46,9,9,20,18,17,11,11,8,7,5,5,5,5,5,5,5,5,5,6,5,440
S-4677025033,S-0359369083957320,in,14,27,7,3,0,3,48,3,3,3,0,3,7,3,0,0,0,0,0,0,0,0,3,0,0,390
S-4886025023,S-0359369085126866,in,4,274,7,15,22,4,4,4,4,4,3,5,4,12,5,3,4,4,5,7,5,5,4,5,7,320
S-4677025029,S-0359369081312510,in,0,20,2,2,5,7,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,410
S-4784025026,S-0359369085190300,in,10,21,14,13,13,9,9,9,10,13,26,31,86,17,23,19,9,10,12,11,14,24,25,81,28,240
S-4521010100,S-0359369084103833,in,13,32,13,13,15,26,21,20,21,21,14,14,12,21,15,15,15,18,105,73,49,37,34,37,26,4360
S-4413110100,S-0359369084106190,in,4,55,15,13,9,4,4,4,4,4,2,4,2,4,2,4,4,4,4,2,4,2,4,4,2,350
S-4677025028,S-0359369084278429,in,4,28,6,6,5,7,6,6,4,6,6,5,7,5,5,5,5,6,6,7,7,12,10,7,6,350
S-4729010102,S-0359369084012737,in,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,450
S-4793025022,S-0359369085679815,in,2,16,8,2,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,2,4,4,4,4,250
S-4793025022,S-0359369085176861,in,3,40,6,4,6,6,4,4,6,6,4,4,6,4,4,6,6,4,4,4,6,6,6,6,6,260
S-4784025026,S-0359369085183768,in,3,79,3,5,11,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,340
S-4372025021,S-0359369085156145,in,0,24,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,250
S-4677025028,S-0359369084258660,in,5,17,17,22,50,8,8,8,8,8,8,10,7,8,6,6,6,6,5,6,6,7,6,6,5,410
S-4793025022,S-0359369085863849,in,0,20,3,0,0,0,3,3,6,3,6,6,0,3,3,3,0,3,0,0,3,3,0,3,3,250
S-4677025028,S-0359369084275607,in,4,31,5,5,4,5,4,5,5,5,5,4,5,5,6,4,5,6,4,4,5,5,4,5,5,340
S-4673025027,S-0359369085707889,in,4,75,7,4,4,4,4,4,4,4,4,4,2,13,4,4,4,4,4,4,4,4,4,4,4,270
S-4684025022,S-0359369085696983,in,0,46,10,3,0,3,0,3,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,260
S-4885025022,S-0359369085133961,in,8,84,11,15,18,13,10,9,9,11,13,10,8,11,10,10,8,10,9,8,9,10,11,13,10,420
S-4793025022,S-0359369085864961,in,4,17,6,6,5,5,6,6,6,6,5,6,6,6,6,5,5,6,6,5,6,6,6,6,6,250
S-4372025021,S-0359369085177554,in,2,147,9,13,30,2,6,19,21,4,4,4,9,4,2,2,2,2,4,2,2,2,4,4,4,330
S-4372025021,S-0359369085136931,in,3,18,3,3,3,3,5,3,5,3,3,5,5,3,5,5,3,3,3,3,3,3,3,5,5,260
S-4677025028,S-0359369084282223,in,5,35,10,10,10,5,8,7,7,6,7,8,7,9,7,6,7,7,9,8,8,6,9,11,9,350
S-4677025029,S-0359369081375335,in,2,7,5,2,5,22,5,5,5,2,17,27,2,5,10,2,2,2,5,5,5,2,2,2,2,450
S-4372025021,S-0359369085121446,in,0,29,3,3,3,0,3,3,0,5,0,3,3,0,0,3,0,0,0,3,0,0,0,3,3,250
S-4772025022,S-0359369084115233,in,17,80,24,25,24,22,35,30,32,19,28,26,21,121,18,24,27,24,34,133,185,83,82,30,31,4620
S-4682025024,S-0359369085862627,in,6,23,6,6,6,5,6,6,7,6,5,6,5,5,6,5,6,7,6,6,6,6,6,5,5,270
S-4772025022,S-0359369084107081,in,3,360,4,6,4,4,4,4,3,4,4,4,4,6,4,4,4,4,4,4,4,4,6,6,6,310
S-4677025033,S-0359369083951224,in,3,230,5,13,52,3,3,10,8,3,3,3,0,3,3,0,3,3,0,3,3,3,3,3,0,330
S-4376025033,S-0035514005600391,in,3,84,3,3,6,3,3,3,3,6,3,3,3,3,3,3,6,3,6,12,12,6,6,3,6,360
S-4372025021,S-0359369085184741,in,3,19,8,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,5,5,3,3,260
S-4684025022,S-0359369085859631,in,4,15,7,7,6,6,6,5,6,6,8,7,7,5,5,5,6,6,5,6,7,8,6,6,6,260
S-4677025028,S-0359369084269220,in,6,93,11,10,10,24,29,13,13,7,6,6,9,5,4,4,4,4,2,4,4,2,4,4,4,520
S-4677025028,S-0359369084263413,in,6,64,10,10,13,10,6,6,10,35,10,10,3,6,3,3,6,3,6,3,3,6,6,6,10,370
S-4677025033,S-0359369081374643,in,4,184,5,7,8,5,4,5,4,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,7,320
S-4793025022,S-0359369085864300,in,3,26,8,6,6,6,5,5,5,6,5,5,5,5,3,5,3,3,5,3,5,5,5,5,5,260
S-4677025033,S-0359369081374643,in,4,210,5,8,14,5,5,5,5,6,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,320
S-4784025026,S-0359369085084875,in,2,28,4,5,4,6,5,5,6,4,6,5,5,5,5,6,5,5,5,5,5,4,4,5,5,450
S-4521010100,S-0359369084103064,in,8,19,14,15,19,15,16,10,12,10,10,10,10,13,13,17,7,11,21,15,14,14,13,18,10,390
S-4677025028,S-0359369084278916,in,5,73,9,8,5,6,5,6,6,6,7,6,6,5,7,6,7,6,7,7,6,7,5,7,7,360
S-4677025028,S-0359369084284591,in,9,284,44,30,21,16,16,14,14,11,14,9,11,46,9,18,11,14,9,16,23,30,25,14,16,300
S-4521010100,S-0359369084093901,in,2,12,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,410
S-4677025033,S-0359369084273222,in,9,46,5,5,9,7,3,5,5,5,5,5,3,3,5,3,3,5,5,3,3,5,5,5,5,360
S-4885025022,S-0359369085113740,in,17,243,28,33,45,23,28,28,31,22,29,29,25,22,25,25,28,42,81,20,19,26,25,36,22,320
S-4677025029,S-0359369081312510,in,0,15,3,0,3,6,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,3,3,410
S-4677025028,S-0359369083943437,in,2,117,14,31,33,5,10,17,19,14,5,5,7,2,2,2,2,2,2,2,2,2,2,2,2,340
S-4521010100,S-0359369084104039,in,2,27,3,3,3,10,5,3,3,2,6,5,3,3,3,3,5,3,3,5,5,3,3,3,3,440
S-4677025028,S-0359369084263090,in,3,32,6,6,9,6,6,6,6,12,6,6,6,12,6,6,6,6,14,6,6,6,6,9,14,390
S-4413110100,S-0359369084106190,in,30,24,20,23,21,21,26,39,39,65,26,25,26,42,19,18,28,28,47,42,48,38,31,22,23,2820
S-4677025028,S-0359369083969317,in,11,238,12,14,14,9,9,8,8,13,9,7,7,10,8,7,9,10,28,24,17,10,11,9,9,300
S-4784025026,S-0359369085083265,in,0,25,2,2,2,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,420
S-4677025028,S-0359369084263090,in,3,43,3,9,20,9,3,3,6,9,6,3,3,9,3,3,0,3,3,3,3,3,3,3,6,390
S-4684025022,S-0359369085859631,in,4,26,6,6,4,6,6,4,6,6,6,6,6,4,4,6,4,4,4,6,8,6,6,4,4,260
S-4677025033,S-0359369083953840,in,4,99,4,5,11,4,4,7,5,4,4,4,5,4,4,4,4,4,5,4,4,5,4,4,4,340
S-4677025028,S-0359369084281407,in,3,61,6,5,5,4,5,7,6,7,6,7,6,6,7,6,6,6,7,5,7,7,5,7,7,270
S-4677025033,S-0359369081375285,in,18,53,28,30,29,31,33,27,26,24,25,27,23,56,25,23,34,38,67,183,97,58,63,57,42,4500
S-4372025021,S-0359369085118665,in,3,23,3,3,5,3,5,3,3,5,3,3,5,3,3,3,3,3,3,3,3,3,5,5,3,250
S-4573025028,S-0359369085165716,in,10,61,17,20,14,17,14,17,14,17,17,14,20,27,24,20,17,20,20,14,17,78,88,27,17,260
S-4784025026,S-0359369085086177,in,3,18,5,5,5,5,3,5,3,3,5,5,3,3,3,5,3,5,5,5,3,3,5,5,5,440
S-5011010101,S-0359369084272265,in,5,54,5,6,5,7,5,6,5,6,8,8,11,27,5,5,6,5,7,10,9,36,23,19,9,280
S-4573025028,S-0359369085165419,in,0,17,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,240
S-4682025024,S-0359369085722995,in,0,52,6,6,3,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,0,3,0,270
S-4784025026,S-0359369085191258,in,4,57,13,9,6,4,4,4,4,6,4,4,4,6,4,13,9,9,11,13,15,26,23,19,26,250
S-2711010100,S-0359369084032438,in,0,28,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,250
S-4677025028,S-0359369084283239,in,22,30,27,27,34,26,28,27,27,24,34,37,46,95,27,27,30,34,34,122,99,73,70,53,47,4460
S-4784025026,S-0359369085156350,in,0,33,7,3,0,3,0,0,0,27,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,260
S-4793025022,S-0359369085714018,in,0,57,11,6,6,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,270
S-4372025021,S-0359369085134829,in,3,14,6,5,6,5,5,4,6,6,5,6,6,6,6,5,6,5,5,6,6,6,5,6,5,240
S-4784025026,S-0359369085192439,in,3,50,6,6,6,3,3,6,6,3,3,3,3,3,3,3,3,3,3,3,3,6,6,25,6,240
S-4677025028,S-0359369083974820,in,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2890
S-4793025022,S-0359369085860316,in,0,27,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,250
S-4372025021,S-0359369085118665,in,4,21,5,5,4,5,5,5,4,5,4,5,5,4,4,5,4,4,4,5,4,5,5,5,5,250
S-4677025028,S-0359369084263090,in,3,34,6,6,9,9,6,6,6,9,9,6,6,12,6,6,6,6,12,6,6,6,6,6,15,390
S-4413110100,S-0359369084099742,in,16,30,18,22,22,18,20,25,22,41,27,22,21,63,16,17,22,25,39,84,47,27,24,26,27,2750
S-4372025021,S-0359369085139026,in,6,35,11,13,11,13,15,11,11,11,11,11,11,19,11,9,6,6,13,9,11,13,13,11,11,260
S-4521010100,S-0359369084100888,in,4,23,4,5,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,4,4,360
S-4793025022,S-0359369085860324,in,4,15,5,6,5,6,5,4,6,6,6,6,5,5,5,6,6,5,6,5,6,5,6,6,6,260
S-4793025022,S-0359369085858153,in,0,57,13,3,0,3,3,3,7,7,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,260
S-4684025022,S-0359369085696983,in,0,52,4,4,0,4,0,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
S-4886025023,S-0359369085122451,in,3,199,8,16,31,3,5,6,10,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,330
S-4684025022,S-0359369085725980,in,3,16,4,4,4,5,6,5,5,6,5,5,5,5,6,5,6,5,6,5,6,6,7,6,6,270
S-4677025029,S-0359369083956017,in,23,57,34,37,34,17,14,9,11,9,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,120
S-5011010101,S-0359369084273941,in,4,144,52,18,27,7,7,4,4,4,4,4,4,9,4,2,2,2,4,2,7,7,9,11,4,290
S-4372025021,S-0359369085121446,in,2,15,4,4,4,2,4,4,2,4,4,4,2,4,4,2,2,4,2,4,2,2,4,4,4,260
S-4677025028,S-0359369084282223,in,4,23,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,7,6,7,6,6,5,8,350
S-4573025028,S-0359369085148977,in,5,99,5,8,13,8,5,8,13,16,8,8,8,16,5,8,16,19,67,24,24,19,16,16,24,340
S-4677025029,S-0359369081312577,in,0,17,2,0,0,17,2,2,0,0,14,12,2,2,2,2,2,2,2,2,2,2,2,2,2,430
S-4677025028,S-0359369084269220,in,5,62,8,7,6,25,25,13,9,6,5,6,7,5,4,4,4,4,2,4,4,4,4,4,4,540
S-4782025027,S-0359369085710149,in,10,78,16,13,16,13,10,10,6,10,10,10,13,16,19,6,10,6,13,6,10,26,26,13,10,270
S-4677025028,S-0359369083975652,in,10,29,5,5,5,8,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,390
S-2711010100,S-0359369084047972,in,2,24,5,2,2,5,5,5,5,5,5,5,2,2,2,5,2,2,2,2,2,2,2,5,2,240
S-4677025028,S-0359369083464558,in,11,52,22,24,22,30,30,22,21,17,22,22,15,19,15,15,19,17,24,19,19,22,24,19,19,490
S-4677025033,S-0359369083951851,in,8,84,5,6,6,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,5,5,340
S-4677025033,S-0359369083957320,in,19,35,9,5,2,5,26,7,5,2,5,2,7,2,5,2,2,2,2,2,2,2,2,2,2,390
S-4677025028,S-0359369083975652,in,11,37,6,6,6,6,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,390
S-4677025033,S-0359369081374643,in,3,251,4,7,10,4,6,4,4,4,4,6,4,4,4,4,6,4,6,4,6,6,6,4,6,320
S-4677025028,S-0359369084276100,in,5,9,5,5,5,6,5,5,6,6,6,6,6,5,6,6,6,5,5,6,6,6,6,6,6,410
S-4677025028,S-0359369084283874,in,4,100,8,10,10,14,6,6,4,6,8,8,4,6,4,4,4,4,2,4,4,4,4,6,4,400
S-4677025028,S-0359369083464509,in,4,42,9,11,15,13,7,7,7,13,11,9,4,9,4,2,2,4,4,4,4,4,4,7,4,400
S-4729010102,S-0359369084089016,in,20,55,20,20,23,27,29,28,24,29,23,21,19,24,25,19,21,27,104,82,63,34,33,32,26,4390
S-4729010102,S-0359369084089016,in,8,68,13,13,18,10,10,13,15,13,13,10,8,10,10,8,13,10,43,30,18,8,10,15,15,360
S-4793025022,S-0359369085162341,in,0,78,12,4,4,4,4,0,4,8,0,4,4,4,0,0,0,12,0,12,4,0,0,0,12,270
S-4677025028,S-0359369084283239,in,23,30,30,34,30,26,24,30,25,30,38,33,44,95,26,29,32,28,30,98,69,67,60,58,38,4480
S-4682025024,S-0359369085872386,in,12,65,20,30,33,17,19,20,20,22,14,15,32,47,30,23,19,29,20,25,30,107,130,34,18,2500
S-4677025028,S-0359369083963708,in,6,43,11,11,13,9,9,13,13,15,11,6,9,19,6,6,9,9,13,9,9,6,9,9,11,370
S-4380032023,S-0359369083292702,in,54,42,9,6,3,3,12,3,18,3,3,24,9,6,3,3,3,3,3,3,3,3,3,3,3,60
S-4372025021,S-0359369085154678,in,20,30,47,50,37,38,22,27,24,31,23,19,23,22,26,50,39,39,46,33,33,110,130,87,47,4790
S-2911010106,S-0359369084033170,in,2,104,7,11,15,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,400
S-4729010102,S-0359369084012737,in,2,2,2,2,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,7,5,5,2,2,2,450
