site,sid,leaktype,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
S-2911010107,S-0359369084040415,normal,2,21,5,6,4,5,5,4,4,5,5,4,4,4,5,4,5,4,4,5,5,4,4,4,4,270
S-2711010100,S-0359369084046768,normal,4,11,5,6,5,5,5,6,6,6,5,5,5,6,6,5,5,6,6,5,5,6,6,6,6,390
S-4571025029,S-0359369084043377,normal,4,13,6,8,8,8,7,7,8,5,8,8,9,8,8,6,6,7,7,7,7,8,8,8,8,260
S-4571025029,S-0359369084042940,normal,4,9,6,5,6,6,6,5,5,6,6,6,5,6,7,5,5,6,6,6,6,8,7,6,6,250
S-4571025029,S-0359369084036124,normal,10,34,10,7,7,6,5,5,5,4,5,4,3,4,4,4,4,4,4,5,5,4,4,4,5,240
S-4571025029,S-0359369084036165,normal,4,13,4,5,6,6,5,5,5,6,6,6,6,5,6,6,6,5,4,5,6,6,7,6,6,270
S-2911010107,S-0359369084032768,normal,5,9,6,6,6,6,6,6,6,6,5,5,6,7,5,6,5,7,6,6,5,6,6,5,6,430
S-4521010100,S-0359369084118112,normal,4,8,5,5,6,5,7,7,5,5,6,6,7,5,6,7,6,6,6,6,6,6,6,6,7,360
S-4571025029,S-0359369084035993,normal,11,25,10,11,10,10,10,15,12,15,14,13,12,18,13,12,13,11,16,19,35,34,30,27,13,260
S-4571025029,S-0359369084043203,normal,4,20,6,7,6,7,6,6,5,5,5,6,6,6,6,6,5,7,7,7,6,7,8,5,7,280
S-4521010100,S-0359369084101977,normal,4,10,6,8,12,5,5,6,5,7,5,6,7,5,5,5,6,5,5,6,6,7,5,5,5,150
S-4521010100,S-0359369084094529,normal,4,7,6,5,5,6,5,5,6,5,5,5,5,6,5,5,6,6,6,6,6,6,5,5,6,410
S-4571025029,S-0359369084050612,normal,3,10,5,5,4,6,5,6,5,6,5,5,5,5,6,4,5,5,5,4,5,6,6,6,7,240
S-4571025029,S-0359369084042783,normal,3,35,5,6,6,5,6,6,6,5,5,5,5,6,4,5,5,5,6,6,6,6,6,6,5,330
S-2911010107,S-0359369084051164,normal,4,10,5,5,5,5,5,6,5,6,5,5,5,5,5,4,4,5,5,6,5,6,6,5,6,270
S-2711010100,S-0359369084032552,normal,4,272,7,14,6,6,5,5,6,5,5,6,5,4,5,5,5,5,5,6,6,4,5,5,5,310
S-2711010100,S-0359369084033030,normal,3,18,5,3,5,5,5,5,5,5,3,5,3,5,3,5,5,5,5,5,5,5,6,6,5,260
S-4571025029,S-0359369084037197,normal,4,6,5,5,6,6,6,5,5,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,5,250
S-4413110100,S-0359369081336618,normal,3,10,6,6,6,6,6,6,7,6,6,6,5,6,5,5,6,5,7,5,5,6,7,6,6,380
S-4571025029,S-0359369084041785,normal,4,10,6,5,6,6,5,5,5,6,6,5,6,5,4,6,6,5,5,7,4,7,6,6,5,270
S-4521010100,S-0359369084103106,normal,9,14,5,5,8,6,5,5,6,5,5,5,5,5,6,5,5,6,6,5,7,5,6,6,5,220
S-2711010100,S-0359369084033055,normal,5,72,7,7,7,7,5,6,5,5,6,6,6,5,6,6,7,6,7,6,5,7,6,7,7,300
S-4413110100,S-0359369084099437,normal,7,28,10,9,12,12,9,13,11,11,12,13,10,18,10,12,9,9,10,48,20,15,13,12,22,350
S-4571025029,S-0359369084042361,normal,4,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,6,7,7,260
S-4571025029,S-0359369084042387,normal,4,16,9,5,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5,6,5,6,4,6,4,260
S-4571025029,S-0359369084050562,normal,4,47,5,6,7,5,5,5,5,6,6,5,5,6,5,5,5,6,6,5,6,5,6,5,6,330
S-4571025029,S-0359369084036694,normal,4,15,5,6,6,5,6,6,5,6,6,5,5,6,6,6,5,5,5,5,5,6,6,6,6,260
S-4571025029,S-0359369084051818,normal,4,10,5,5,6,5,5,6,5,6,6,7,6,6,6,6,6,7,4,5,6,5,6,5,5,240
S-2711010100,S-0359369085125736,normal,5,13,5,6,7,5,6,5,6,6,6,7,6,5,5,7,6,6,6,6,5,7,6,6,6,260
S-4571025029,S-0359369084040274,normal,10,32,14,15,13,12,12,12,14,9,16,13,15,14,12,13,10,12,14,26,19,31,29,26,13,250
S-2711010100,S-0359369085220446,normal,4,12,6,5,6,6,6,5,5,5,6,6,6,6,5,5,6,5,4,5,5,6,5,6,5,420
S-4521010100,S-0359369084094032,normal,5,6,5,6,6,6,5,6,6,6,6,5,6,6,5,6,5,6,10,6,6,6,6,6,7,410
S-4571025029,S-0359369084049416,normal,3,52,7,5,5,3,3,3,3,5,3,3,7,5,3,5,5,3,5,5,5,5,7,7,5,270
S-4571025029,S-0359369084029582,normal,6,23,10,8,6,9,7,9,9,11,8,8,10,11,10,10,9,8,11,10,9,23,20,12,10,4110
S-4571025029,S-0359369084041280,normal,4,6,6,6,6,6,6,5,5,6,5,6,6,5,6,6,6,5,5,6,5,6,6,6,5,260
S-4571025029,S-0359369084035548,normal,6,15,7,8,7,8,6,8,8,6,9,8,8,8,7,8,7,8,7,10,9,13,12,13,7,270
S-2711010100,S-0359369084044607,normal,5,12,7,5,7,5,6,7,6,6,5,6,6,5,6,6,5,5,7,6,7,6,6,7,5,280
S-4571025029,S-0359369084051941,normal,9,20,8,6,6,9,7,12,13,13,16,16,25,17,12,9,11,8,15,13,15,16,13,11,16,250
S-2711010100,S-0359369084048632,normal,3,21,5,3,3,5,3,3,5,6,3,3,5,3,3,5,3,3,5,3,3,5,5,5,3,260
S-4571025029,S-0359369084042536,normal,8,40,10,9,14,11,10,14,14,14,9,10,10,16,11,8,8,11,25,11,12,10,9,11,11,810
S-4571025029,S-0359369084038013,normal,4,14,6,6,6,6,6,6,5,6,5,6,5,6,6,8,5,6,6,6,5,7,8,6,6,270
S-4521010100,S-0359369084100284,normal,4,110,6,5,5,5,5,5,5,4,5,5,5,6,4,6,5,6,4,5,5,5,5,6,5,300
S-4571025029,S-0359369084035837,normal,5,11,5,5,6,5,7,6,5,5,6,5,6,6,7,7,7,6,7,7,6,6,6,5,5,270
S-4571025029,S-0359369084049663,normal,4,12,6,5,5,5,5,4,5,9,4,5,6,5,5,6,5,5,4,5,5,5,7,5,7,260
S-4571025029,S-0359369084043245,normal,3,8,5,6,6,7,6,6,7,6,6,6,6,7,7,5,7,7,6,7,7,5,6,7,6,260
S-2911010107,S-0359369084032321,normal,3,15,5,6,5,6,4,5,4,5,5,5,4,5,6,5,6,5,5,6,6,5,7,6,5,350
S-2911010107,S-0359369084045588,normal,4,51,5,5,5,8,9,9,8,7,8,7,10,7,9,9,9,28,44,40,47,42,40,12,9,4090
S-4571025029,S-0359369084040217,normal,7,18,9,8,11,10,9,9,9,11,11,11,38,9,13,10,7,7,10,9,9,10,12,15,11,240
S-4571025029,S-0359369084035662,normal,3,12,4,5,5,5,5,5,6,6,5,5,5,6,6,6,5,6,6,5,5,5,5,6,6,370
S-4571025029,S-0359369084039276,normal,5,15,5,5,6,6,6,6,6,6,6,5,5,6,6,5,7,7,5,6,6,7,7,5,6,270
S-4571025029,S-0359369084042049,normal,4,95,6,4,6,5,6,6,6,6,6,5,6,6,7,6,5,6,8,15,13,10,10,9,6,310
S-4571025029,S-0359369084035720,normal,4,29,5,4,6,5,5,5,5,6,5,6,5,5,6,5,6,5,5,5,6,5,6,6,6,270
S-2911010107,S-0359369084051164,normal,4,14,6,6,5,5,7,6,6,5,6,6,5,6,6,6,8,7,6,6,6,7,6,6,6,250
S-2711010100,S-0359369084046891,normal,3,13,5,5,4,6,5,5,4,5,4,5,5,5,4,4,5,5,5,5,4,5,5,4,5,400
S-2911010107,S-0359369084032321,normal,4,60,6,6,9,4,4,4,6,6,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,350
S-2711010100,S-0359369084046891,normal,4,12,6,5,6,5,7,5,6,6,5,6,6,6,6,6,6,6,7,6,6,6,6,5,6,400
S-4571025029,S-0359369084040662,normal,4,45,11,34,14,8,10,8,8,7,6,7,4,6,4,4,4,3,4,4,4,4,6,6,4,2420
S-2911010107,S-0359369084051412,normal,3,17,6,6,5,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,6,5,6,270
S-2711010100,S-0359369084046768,normal,4,8,5,6,4,6,6,6,6,6,6,6,5,5,6,6,7,6,6,6,5,5,6,6,6,400
S-2711010100,S-0359369084044185,normal,7,19,8,8,7,7,6,6,8,6,7,7,7,7,7,5,6,7,6,5,5,7,7,6,7,270
S-2711010100,S-0359369084048673,normal,4,8,5,5,5,6,5,4,6,5,4,6,5,4,5,5,5,6,5,5,6,6,5,6,6,240
S-4571025029,S-0359369084052030,normal,3,10,3,3,5,3,5,6,8,5,13,6,5,6,8,5,5,3,5,5,5,6,6,6,5,240
S-4571025029,S-0359369084043385,normal,3,14,6,5,5,6,5,5,6,6,5,6,6,7,5,6,7,6,5,6,6,6,6,6,6,270
S-4571025029,S-0359369084049176,normal,4,14,7,7,6,5,5,5,5,4,5,5,5,6,5,6,5,5,6,6,5,7,5,6,6,270
S-4521010100,S-0359369084094131,normal,4,14,6,6,6,5,6,6,5,6,6,5,6,5,5,6,5,6,6,6,6,6,4,5,5,350
S-4571025029,S-0359369084042288,normal,4,7,7,6,5,6,5,7,5,6,6,6,6,7,6,7,6,5,7,7,6,6,7,7,7,260
S-4571025029,S-0359369084050885,normal,6,69,8,14,27,9,9,15,16,7,9,7,12,7,7,7,8,8,14,10,9,7,9,10,8,340
S-4571025029,S-0359369084043450,normal,4,12,4,6,5,5,5,6,6,5,5,5,5,6,6,6,5,5,5,5,5,6,6,6,6,390
S-4571025029,S-0359369084035761,normal,5,31,9,8,13,7,9,10,12,8,9,7,9,7,7,8,9,10,23,10,9,7,11,10,9,2480
S-4571025029,S-0359369084042114,normal,4,154,5,5,5,5,5,5,4,5,5,5,6,5,5,5,5,6,5,5,5,5,6,5,5,310
S-2911010107,S-0359369084034376,normal,4,16,6,7,8,7,6,6,6,7,6,6,6,7,6,6,6,7,5,5,5,6,7,6,7,280
S-2911010107,S-0359369084044789,normal,4,48,5,6,6,5,6,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,4,370
S-4571025029,S-0359369084041868,normal,4,9,4,6,6,6,6,6,5,6,5,6,6,6,7,6,6,6,5,6,6,7,6,5,6,270
S-2711010100,S-0359369084038799,normal,4,13,5,5,6,5,7,5,6,7,5,6,5,5,7,7,6,6,6,6,7,7,7,6,7,280
S-2711010100,S-0359369084039995,normal,4,13,6,6,5,6,6,6,5,6,6,5,5,5,5,6,6,6,5,6,6,6,6,6,6,270
S-4571025029,S-0359369084042338,normal,3,91,7,5,6,5,5,6,5,6,5,6,5,5,6,5,4,5,6,6,7,7,6,5,6,300
S-4571025029,S-0359369084048277,normal,5,20,7,7,7,8,6,8,7,8,8,6,7,7,7,6,6,7,8,8,9,8,11,8,8,260
S-4571025029,S-0359369084042668,normal,4,29,4,2,2,4,4,4,4,4,4,4,4,2,4,2,4,4,2,4,4,4,4,4,4,250
S-4571025029,S-0359369084041371,normal,4,71,7,6,10,6,6,6,5,6,6,6,5,7,6,6,7,6,6,6,6,6,6,5,5,320
S-4521010100,S-0359369084095989,normal,9,16,6,6,5,7,7,6,6,6,5,6,6,8,7,8,6,8,11,19,14,9,10,7,6,150
S-2911010107,S-0359369084051412,normal,4,9,5,5,5,6,6,6,5,7,5,6,6,7,5,6,6,6,6,6,7,6,5,7,5,270
S-4413110100,S-0359369084090592,normal,5,6,6,5,5,7,5,5,7,6,6,6,5,6,6,4,6,6,7,5,6,7,6,6,5,410
S-2911010107,S-0359369084040696,normal,7,34,10,9,10,9,10,9,10,9,11,9,10,15,8,10,13,16,26,18,16,12,10,12,10,4170
S-4571025029,S-0359369084044318,normal,5,66,6,6,7,7,9,10,8,9,23,28,41,24,8,9,11,18,28,22,38,37,32,11,14,300
S-4571025029,S-0359369084042668,normal,3,19,4,4,5,4,4,5,5,3,5,5,5,4,5,5,5,5,5,5,5,6,4,4,5,250
S-2711010100,S-0359369084049135,normal,4,91,7,5,5,6,5,5,5,6,5,6,8,6,6,6,6,6,8,7,6,6,7,13,8,310
S-4571025029,S-0359369084038351,normal,5,10,9,6,7,8,9,8,7,7,7,7,7,8,7,7,9,7,8,7,7,11,11,12,9,260
S-2911010107,S-0359369084030622,normal,4,11,5,5,6,5,5,7,5,7,5,5,5,6,6,5,5,6,7,5,7,5,6,7,6,260
S-2711010100,S-0359369085118780,normal,4,6,5,5,6,5,6,4,6,6,5,5,5,5,7,6,5,5,6,6,6,5,6,6,6,390
S-2911010103,S-0359369081324457,normal,4,38,10,7,8,7,5,7,6,10,5,4,6,4,4,5,5,4,6,5,5,6,5,6,5,350
S-4571025029,S-0359369084050257,normal,4,7,5,5,5,5,6,5,5,6,6,6,6,5,5,5,6,5,5,6,5,5,5,5,5,270
S-4571025029,S-0359369084037551,normal,4,110,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,5,6,6,6,5,6,7,6,310
S-4571025029,S-0359369084050141,normal,5,15,9,7,6,9,9,10,8,9,8,9,9,9,7,8,6,7,8,8,8,11,8,10,8,270
S-4571025029,S-0359369084036397,normal,2,161,5,14,11,5,7,6,5,5,4,6,5,5,4,5,5,5,5,6,5,5,6,5,6,320
S-2711010100,S-0359369085125785,normal,4,113,6,7,7,5,6,5,5,5,5,5,5,5,6,6,4,5,5,6,5,5,5,5,5,300
S-4571025029,S-0359369084033543,normal,4,43,14,6,6,11,5,5,5,5,4,5,5,5,4,5,4,5,4,4,5,6,6,6,5,280
S-4571025029,S-0359369084036215,normal,7,24,11,11,7,11,7,8,9,7,8,8,8,8,10,7,7,10,10,13,14,12,10,12,9,4710
S-2911010107,S-0359369084040282,normal,4,13,6,6,6,6,4,6,6,5,6,5,5,4,5,5,5,5,6,4,5,6,6,7,5,420
S-4521010100,S-0359369084096128,normal,5,33,7,6,7,5,5,6,5,7,5,5,6,5,5,5,5,5,6,6,4,6,5,5,6,380
S-4413110100,S-0359369084110408,normal,4,6,6,6,5,6,5,6,7,6,6,6,6,5,6,6,6,6,6,6,6,7,6,6,6,420
S-4571025029,S-0359369084036512,normal,5,170,7,24,7,5,9,5,5,6,6,7,6,6,5,6,6,5,6,5,5,5,5,6,5,310
S-4521010100,S-0359369084094289,normal,4,9,5,5,5,5,5,6,5,4,5,5,5,6,4,6,5,5,6,5,5,5,5,5,5,390
S-4571025029,S-0359369084035308,normal,5,9,6,6,7,7,8,7,7,6,6,7,9,7,7,7,8,6,7,8,8,8,8,8,8,250
S-4571025029,S-0359369084049150,normal,4,35,6,7,7,5,6,5,6,7,6,6,6,5,6,5,6,5,5,6,5,4,5,4,6,400
S-2711010100,S-0359369085216808,normal,5,16,6,5,6,6,6,8,6,7,7,9,21,5,5,6,5,6,7,6,6,6,6,7,6,250
S-4521010100,S-0359369084101316,normal,3,6,5,6,5,6,6,5,6,5,6,5,4,5,5,5,6,6,10,10,9,10,10,6,6,430
S-4571025029,S-0359369084035548,normal,4,21,7,8,8,6,6,8,7,6,8,8,9,9,7,9,7,7,8,8,8,15,11,8,8,270
S-4571025029,S-0359369084042858,normal,4,41,11,5,5,6,5,5,5,6,6,5,5,4,6,5,6,5,6,4,6,5,5,6,6,290
S-4521010100,S-0359369084100839,normal,4,18,6,6,6,6,5,6,5,6,6,7,6,6,6,4,6,6,6,11,10,6,6,6,6,540
S-4571025029,S-0359369084051560,normal,4,7,6,6,6,5,6,5,5,5,6,7,5,6,5,5,5,7,6,6,5,6,5,6,6,280
S-4571025029,S-0359369084037726,normal,5,16,9,6,6,5,5,6,5,6,5,3,5,5,5,3,5,5,5,5,3,5,5,5,5,250
S-4571025029,S-0359369084044466,normal,6,12,7,9,9,10,10,18,17,8,9,7,8,10,10,8,13,16,35,8,10,12,11,10,11,380
S-4571025029,S-0359369084050562,normal,4,18,4,6,5,6,6,6,6,6,6,5,5,6,5,6,5,6,5,6,5,6,6,6,7,340
S-2711010100,S-0359369084048046,normal,4,17,6,6,6,5,5,5,5,6,5,5,5,6,5,6,6,5,6,6,6,6,5,5,6,280
S-4571025029,S-0359369084041298,normal,3,174,8,10,8,5,5,7,5,6,5,6,6,6,7,5,5,7,6,9,8,8,7,9,6,310
S-2911010107,S-0359369084047311,normal,4,5,5,6,6,5,5,6,6,6,5,5,6,6,7,7,6,6,6,6,6,6,7,6,7,3920
S-4571025029,S-0359369084040217,normal,6,36,18,14,10,8,10,8,10,14,10,14,48,8,10,10,8,6,8,10,8,12,14,14,8,260
S-4571025029,S-0359369084044276,normal,6,37,12,11,11,11,11,10,10,13,9,6,8,11,8,8,10,9,10,9,10,9,11,11,10,370
S-2911010107,S-0359369084040282,normal,4,9,6,5,5,5,6,6,5,4,6,5,5,5,6,5,5,5,5,5,6,5,5,5,6,410
S-4571025029,S-0359369084049309,normal,4,87,62,10,6,8,6,5,5,5,5,4,6,5,5,5,5,5,5,5,5,4,5,8,5,290
S-2711010100,S-0359369085112650,normal,4,11,8,7,9,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,7,6,6,1930
S-4571025029,S-0359369084043823,normal,4,9,5,6,6,5,7,5,6,6,7,5,6,6,6,6,7,6,7,6,7,6,7,7,5,350
S-2911010107,S-0359369084040779,normal,5,10,5,6,5,7,6,6,5,6,6,8,5,5,5,9,6,6,6,6,6,7,8,7,9,270
S-4571025029,S-0359369084041207,normal,7,24,7,9,9,7,8,9,9,8,8,7,10,10,9,8,8,7,10,8,9,11,13,13,9,270
S-2911010107,S-0359369084040415,normal,4,20,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,6,5,6,6,5,6,270
S-4571025029,S-0359369084041868,normal,3,14,5,6,6,6,5,5,5,5,6,5,6,6,5,6,6,6,6,5,6,6,5,6,6,280
S-2911010107,S-0359369084032750,normal,4,54,7,6,6,6,6,6,5,5,5,7,6,5,6,7,6,6,6,6,7,6,4,6,7,290
S-2911010107,S-0359369084034202,normal,5,29,10,9,7,8,7,7,7,6,6,5,5,6,5,5,5,6,6,5,6,6,6,6,6,380
S-2911010107,S-0359369084047923,normal,4,9,6,5,5,6,5,5,6,6,5,6,6,6,6,6,7,6,6,6,5,6,7,6,6,250
S-4571025029,S-0359369084039854,normal,7,17,18,11,8,15,9,10,11,11,8,8,9,8,7,8,9,6,7,7,7,8,7,11,8,250
S-4413110100,S-0359369084099239,normal,4,26,4,4,6,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,360
S-2911010107,S-0359369084033816,normal,4,22,8,6,6,6,5,5,6,5,5,6,6,5,6,6,6,5,6,6,6,5,7,6,7,260
S-2711010100,S-0359369084032917,normal,3,19,6,6,5,6,5,5,5,6,6,5,5,6,6,5,5,5,6,4,4,5,5,5,6,260
S-4571025029,S-0359369084043203,normal,4,18,5,6,6,6,6,6,7,5,6,7,6,6,6,5,7,7,6,7,6,7,6,5,7,280
S-4571025029,S-0359369084043310,normal,6,20,8,7,9,8,7,7,10,8,9,10,8,19,7,8,7,7,11,29,21,9,9,7,7,330
S-2911010107,S-0359369084040183,normal,5,95,7,7,7,7,6,5,6,6,6,6,6,6,5,6,6,6,5,7,7,7,7,7,6,300
S-4571025029,S-0359369084037239,normal,4,158,10,10,19,5,7,5,5,5,5,5,4,4,5,4,4,4,4,5,5,5,4,4,5,320
S-2911010107,S-0359369084045778,normal,4,122,4,6,5,5,6,6,6,5,5,6,5,6,5,6,6,5,7,6,6,6,5,6,6,300
S-4571025029,S-0359369084044086,normal,4,13,5,5,6,7,6,5,6,6,5,5,5,6,7,6,6,6,6,6,6,7,6,6,6,260
S-4571025029,S-0359369084051867,normal,4,14,6,4,5,5,5,4,6,5,5,6,5,5,6,5,4,6,6,5,5,6,6,6,5,270
S-4571025029,S-0359369084037551,normal,4,171,6,21,11,7,9,5,5,5,7,6,5,7,5,5,5,6,7,5,6,6,7,6,6,310
S-4413110100,S-0359369084117718,normal,4,13,5,5,5,5,6,5,4,6,5,5,5,5,5,5,5,6,6,6,7,6,6,6,5,360
S-4571025029,S-0359369084041421,normal,4,11,6,5,5,6,4,5,6,4,6,5,5,6,6,4,5,5,6,7,5,6,6,5,6,270
S-2911010107,S-0359369084047907,normal,4,17,8,7,5,5,4,5,5,7,5,5,4,5,6,6,5,5,7,6,5,5,5,5,5,370
S-4571025029,S-0359369084049309,normal,5,56,18,6,6,7,6,5,6,6,5,6,5,6,6,6,6,4,5,5,6,6,6,5,6,290
S-2711010100,S-0359369084050802,normal,5,98,8,8,7,5,5,6,5,5,6,6,5,5,6,6,5,5,6,6,5,6,6,5,6,320
S-2711010100,S-0359369084030846,normal,6,28,10,12,12,12,8,8,7,11,8,7,6,8,7,6,7,7,7,7,7,7,7,8,7,410
S-2711010100,S-0359369084038146,normal,4,132,13,13,8,5,5,5,4,6,4,4,4,4,4,4,5,5,6,5,5,5,5,4,4,300
S-2911010107,S-0359369084039508,normal,5,9,5,5,5,5,5,5,5,5,6,6,5,5,6,5,5,6,5,5,6,5,5,5,7,390
S-4413110100,S-0359369081312643,normal,4,26,5,5,5,6,7,6,5,6,6,7,5,5,5,7,6,6,7,6,6,6,6,6,7,330
S-2711010100,S-0359369084052352,normal,6,104,18,18,20,7,6,5,6,5,4,4,5,5,4,4,4,5,4,5,5,5,2,5,4,290
S-4571025029,S-0359369084030614,normal,5,15,11,8,7,7,6,7,8,7,10,12,18,16,10,11,8,9,9,8,9,10,13,15,13,260
S-2911010107,S-0359369084034566,normal,5,10,6,6,5,5,5,6,6,5,5,6,5,5,6,5,6,6,6,5,5,5,6,5,6,260
S-4571025029,S-0359369084043724,normal,4,10,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,6,5,5,5,6,6,5,5,260
S-4571025029,S-0359369084038476,normal,5,11,7,6,6,7,7,6,7,7,7,8,8,7,7,8,6,7,9,8,7,17,13,10,7,270
S-2711010100,S-0359369085092035,normal,3,9,5,4,5,6,6,6,5,6,7,5,11,5,6,6,6,6,6,5,5,5,7,6,7,250
S-2911010107,S-0359369084031810,normal,4,12,5,5,5,5,5,5,5,6,5,6,5,5,6,5,5,5,5,5,5,5,6,6,5,250
S-4521010100,S-0359369084095229,normal,3,13,4,5,5,5,5,5,4,4,4,4,4,5,4,4,5,4,4,7,7,5,5,4,4,380
S-4571025029,S-0359369084049887,normal,4,10,6,6,6,6,6,7,6,6,6,6,6,6,7,7,6,6,6,7,6,6,6,5,6,270
S-2711010100,S-0359369084045497,normal,4,10,5,7,5,6,6,6,5,6,5,5,5,6,5,6,6,5,6,5,5,5,6,5,6,390
S-4413110100,S-0359369084092069,normal,4,14,6,5,6,4,6,5,5,5,6,6,5,6,6,6,5,5,5,6,5,6,6,4,6,370
S-4571025029,S-0359369084020284,normal,5,9,6,6,6,5,5,5,6,6,5,6,6,6,6,6,6,6,6,5,7,6,5,6,6,250
S-2911010107,S-0359369084048616,normal,4,97,6,7,6,5,5,6,6,6,7,6,5,5,7,6,6,6,5,6,7,6,6,6,7,320
S-2911010107,S-0359369084030622,normal,4,10,6,6,6,5,5,6,6,5,6,6,6,5,6,6,5,6,6,6,6,5,6,6,6,260
S-4571025029,S-0359369084050109,normal,4,21,9,7,6,6,6,6,6,6,6,5,5,6,7,5,5,5,5,6,5,6,5,6,6,260
S-4413110100,S-0359369084116942,normal,4,4,5,7,6,6,5,5,6,5,7,5,6,6,5,6,5,6,6,6,7,6,5,6,7,390
S-4571025029,S-0359369084042346,normal,4,24,5,5,7,5,5,5,6,5,6,7,5,6,7,5,5,5,7,6,6,6,7,5,6,340
S-4571025029,S-0359369084035837,normal,5,26,7,7,6,6,5,7,5,5,6,5,6,7,7,5,6,6,6,8,9,6,6,6,6,270
S-2711010100,S-0359369084040928,normal,4,14,8,8,6,6,7,6,6,6,6,5,5,5,6,6,6,6,6,7,6,7,7,7,5,280
S-4521010100,S-0359369084095252,normal,5,17,7,7,7,7,7,6,6,6,6,8,9,9,6,5,5,5,7,6,6,5,7,6,6,470
S-2711010100,S-0359369084046024,normal,5,31,6,6,6,6,6,6,6,7,6,6,6,6,6,5,6,6,6,6,6,6,6,7,7,350
S-2711010100,S-0359369084047048,normal,4,28,6,5,6,5,5,7,7,5,5,5,5,5,5,5,5,5,5,6,5,6,5,5,5,330
S-2711010100,S-0359369085112767,normal,4,12,6,6,5,5,5,6,5,5,5,5,4,5,6,5,5,6,5,6,6,5,5,6,6,450
S-4571025029,S-0359369084040266,normal,10,36,11,13,11,11,10,13,10,13,16,21,41,13,13,11,13,10,13,13,15,18,26,21,26,260
S-2711010100,S-0359369084044607,normal,4,12,6,5,5,6,6,5,5,6,5,5,6,5,5,5,5,5,5,5,4,6,5,5,5,260
S-2911010103,S-0359369081383008,normal,4,14,5,5,5,6,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,380
S-4571025029,S-0359369084040290,normal,4,88,6,9,8,6,7,6,6,6,5,5,6,6,6,6,6,6,6,5,7,6,5,6,6,300
S-2911010107,S-0359369084041405,normal,4,14,5,6,6,6,6,6,6,5,6,5,6,6,6,5,5,6,6,6,7,8,8,5,6,260
S-2711010100,S-0359369084036082,normal,4,23,6,6,6,6,6,6,5,5,5,5,5,6,5,6,6,5,6,4,6,7,6,6,5,260
S-4571025029,S-0359369084043492,normal,5,20,5,7,6,6,6,7,6,7,8,8,7,5,7,6,7,7,7,5,8,7,8,10,6,270
S-4571025029,S-0359369084030614,normal,6,15,8,7,8,6,6,7,7,6,8,9,7,8,7,7,7,7,7,6,7,9,10,8,6,260
S-2911010107,S-0359369084045778,normal,4,60,4,6,5,6,5,6,6,6,5,4,6,6,6,6,4,4,6,6,6,4,6,6,5,300
S-4571025029,S-0359369084051982,normal,2,303,8,20,21,4,7,5,5,5,5,5,4,5,4,4,5,5,5,5,4,4,5,4,4,330
S-4571025029,S-0359369084038351,normal,9,21,9,10,9,8,8,10,11,11,10,11,11,14,10,11,8,10,11,12,14,15,16,20,25,260
S-2911010107,S-0359369084041454,normal,4,8,5,5,5,6,5,5,4,5,5,6,6,5,6,6,5,5,6,6,5,6,5,5,6,250
S-4571025029,S-0359369084037791,normal,4,8,6,6,6,6,6,5,6,5,4,5,6,6,6,6,6,5,6,6,5,5,5,6,5,280
S-2911010107,S-0359369084039508,normal,4,10,5,5,6,5,5,5,6,4,5,6,5,5,5,5,5,5,6,6,6,6,6,6,5,400
S-4571025029,S-0359369084041652,normal,4,14,6,6,5,5,6,6,6,6,5,6,6,7,7,6,6,6,5,5,6,6,6,6,6,280
S-4571025029,S-0359369084040019,normal,4,16,6,7,5,5,5,4,5,6,5,5,5,5,5,5,5,5,6,8,8,7,8,6,5,270
S-4571025029,S-0359369084041272,normal,6,38,6,6,7,7,6,7,6,6,7,5,7,6,8,5,5,6,9,7,6,6,7,7,7,350
S-4571025029,S-0359369084049416,normal,4,11,6,5,6,4,5,5,6,6,5,4,7,6,5,6,6,5,6,6,5,6,7,6,5,260
S-4413110100,S-0359369084098736,normal,4,54,7,6,6,5,5,6,5,7,6,6,6,6,6,6,6,6,6,8,7,6,6,5,6,320
S-4521010100,S-0359369084095229,normal,3,9,5,5,6,6,5,5,5,5,5,5,5,5,5,5,7,6,5,8,5,6,6,5,7,390
S-4571025029,S-0359369084049309,normal,4,93,28,8,5,8,5,5,4,4,5,4,4,5,4,5,5,5,4,5,5,6,4,4,4,290
S-4521010100,S-0359369084100961,normal,5,6,6,6,5,6,5,5,7,7,6,5,5,5,6,7,6,7,6,6,6,6,6,6,5,390
